development_name,borough,account_name,location,meter_amr,meter_scope,tds,edp,rc_code,funding_source,amp,vendor_name,umis_bill_id,revenue_month,service_start_date,service_end_date,days,meter_number,estimated,current_charges,rate_class,bill_analyzed,consumption_therms,es_commodity,underlying_utility
ISAACS,MANHATTAN,ISAACS,BLD 04,NONE,,139,253,M013900,FEDERAL,NY005011390P,CONSOLIDATED EDISON COMPANY OF NY,8170936,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,4073702,N,482.08,Trans Gen Non-Res,Yes,969.25,UTILITY GAS,ConEd
BRONX RIVER,BRONX,BRONX RIVER,BLD 04,NONE,,32,533,B003200,FEDERAL,NY005010320P,CONSOLIDATED EDISON COMPANY OF NY,8171147,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3760344,N,180.66,Trans Gen Non-Res,Yes,410.37,UTILITY GAS,ConEd
HIGHBRIDGE GARDENS,BRONX,HIGHBRIDGE GARDENS,BLD 06,NONE,,78,229,B007800,FEDERAL,NY005000780P,CONSOLIDATED EDISON COMPANY OF NY,8172061,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3629307,Y,56.48,Trans Gen Non-Res,Yes,114.89,UTILITY GAS,ConEd
PUBLIC SCHOOL 139 (CONVERSION),MANHATTAN,PUBLIC SCHOOL 139 (CONVERSION),BLD 01,NONE,,340,774,M034000,FEDERAL,NY005011110P,CONSOLIDATED EDISON COMPANY OF NY,8169996,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3078836,N,214.9,Trans Gen Non-Res,Yes,351.05,UTILITY GAS,ConEd
HIGHBRIDGE GARDENS,BRONX,HIGHBRIDGE GARDENS,BLD 02,NONE,,78,229,B007800,FEDERAL,NY005000780P,CONSOLIDATED EDISON COMPANY OF NY,8172061,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3515444,Y,147.77,Trans Gen Non-Res,Yes,300.56,UTILITY GAS,ConEd
POMONOK,QUEENS,POMONOK,BLD 33,NONE,,53,588,Q005300,FEDERAL,NY005000530P,CONSOLIDATED EDISON COMPANY OF NY,8166270,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3685186,N,0.0,Trans Gen Non-Res,Yes,0.0,UTILITY GAS,ConEd
POMONOK,QUEENS,POMONOK,BLD 10,NONE,,53,588,Q005300,FEDERAL,NY005000530P,CONSOLIDATED EDISON COMPANY OF NY,8166270,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3565062,N,233.75,Trans Gen Non-Res,Yes,531.95,UTILITY GAS,ConEd
POMONOK,QUEENS,POMONOK,BLD 8,NONE,,53,588,Q005300,FEDERAL,NY005000530P,CONSOLIDATED EDISON COMPANY OF NY,8166270,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3562388,N,71.3,Trans Gen Non-Res,Yes,162.26,UTILITY GAS,ConEd
POMONOK,QUEENS,POMONOK,BLD 27,NONE,,53,588,Q005300,FEDERAL,NY005000530P,CONSOLIDATED EDISON COMPANY OF NY,8166270,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3562301,N,34.3,Trans Gen Non-Res,Yes,78.05,UTILITY GAS,ConEd
HAMMEL,QUEENS,HAMMEL,BLD 04,AMR,,75,226,Q007500,FEDERAL,NY005010750P,National Grid LI,8177286,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-20T00:00:00.000,29,5808631,N,271.77,"257 Del,Com,Gen Use",Yes,368.0,UTILITY GAS,NatGrid LI
POMONOK,QUEENS,POMONOK,BLD 22,NONE,,53,588,Q005300,FEDERAL,NY005000530P,CONSOLIDATED EDISON COMPANY OF NY,8166270,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3490993,N,26.17,Trans Gen Non-Res,Yes,59.56,UTILITY GAS,ConEd
POMONOK,QUEENS,POMONOK,BLD 25,NONE,,53,588,Q005300,FEDERAL,NY005000530P,CONSOLIDATED EDISON COMPANY OF NY,8166270,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3160059,N,69.04,Trans Gen Non-Res,Yes,157.12,UTILITY GAS,ConEd
PELHAM PARKWAY,BRONX,PELHAM PARKWAY,BLD 16,NONE,,39,586,B003900,FEDERAL,NY005010390P,CONSOLIDATED EDISON COMPANY OF NY,8171578,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3906576,N,0.0,Trans Gen Non-Res,Yes,0.0,UTILITY GAS,ConEd
PELHAM PARKWAY,BRONX,PELHAM PARKWAY,BLD 23,NONE,,39,586,B003900,FEDERAL,NY005010390P,CONSOLIDATED EDISON COMPANY OF NY,8171578,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3629210,N,0.0,Trans Gen Non-Res,Yes,0.0,UTILITY GAS,ConEd
POMONOK,QUEENS,POMONOK,BLD 01,NONE,,53,588,Q005300,FEDERAL,NY005000530P,CONSOLIDATED EDISON COMPANY OF NY,8166270,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3490043,N,78.52,Trans Gen Non-Res,Yes,178.69,UTILITY GAS,ConEd
HAMMEL,QUEENS,HAMMEL,BLD 09,NONE,,75,226,Q007500,FEDERAL,NY005010750P,National Grid LI,8178645,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-20T00:00:00.000,29,5808710,N,193.37,"257 Del,Com,Gen Use",Yes,107.0,UTILITY GAS,NatGrid LI
GOMPERS,MANHATTAN,GOMPERS,BLD 02,NONE,,100,237,M010000,FEDERAL,NY005011000P,CONSOLIDATED EDISON COMPANY OF NY,8171169,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,2543437,N,0.0,Trans Gen Non-Res,Yes,0.0,UTILITY GAS,ConEd
POMONOK,QUEENS,POMONOK,BLD 27,NONE,,53,588,Q005300,FEDERAL,NY005000530P,CONSOLIDATED EDISON COMPANY OF NY,8166270,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3562328,N,37.45,Trans Gen Non-Res,Yes,85.24,UTILITY GAS,ConEd
PARKSIDE,BRONX,PARKSIDE,BLD 01,NONE,,47,580,B004700,FEDERAL,NY005010470P,CONSOLIDATED EDISON COMPANY OF NY,8173572,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3435195,N,14.13,Trans Gen Non-Res,Yes,28.73,UTILITY GAS,ConEd
PARKSIDE,BRONX,PARKSIDE,BLD 07,NONE,,47,580,B004700,FEDERAL,NY005010470P,CONSOLIDATED EDISON COMPANY OF NY,8173572,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3356666,N,24.72,Trans Gen Non-Res,Yes,50.28,UTILITY GAS,ConEd
BRONX RIVER,BRONX,BRONX RIVER,BLD 09,NONE,,32,533,B003200,FEDERAL,NY005010320P,CONSOLIDATED EDISON COMPANY OF NY,8171147,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3299522,N,66.85,Trans Gen Non-Res,Yes,151.84,UTILITY GAS,ConEd
ELLIOTT,MANHATTAN,ELLIOTT,BLD 02,NONE,,15,367,M001500,FEDERAL,NY005011340P,CONSOLIDATED EDISON COMPANY OF NY,8172745,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3658547,N,119.09,Trans Gen Non-Res,Yes,241.01,UTILITY GAS,ConEd
PARKSIDE,BRONX,PARKSIDE,BLD 10,NONE,,47,580,B004700,FEDERAL,NY005010470P,CONSOLIDATED EDISON COMPANY OF NY,8173572,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3900978,N,58.01,Trans Gen Non-Res,Yes,118.01,UTILITY GAS,ConEd
PARKSIDE,BRONX,PARKSIDE,BLD 11,AMR,,47,580,B004700,FEDERAL,NY005010470P,CONSOLIDATED EDISON COMPANY OF NY,8173572,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3657184,N,72.14,Trans Gen Non-Res,Yes,146.75,UTILITY GAS,ConEd
ELLIOTT,MANHATTAN,ELLIOTT,BLD 01,NONE,,15,367,M001500,FEDERAL,NY005011340P,CONSOLIDATED EDISON COMPANY OF NY,8172745,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3658468,N,115.53,Trans Gen Non-Res,Yes,233.8,UTILITY GAS,ConEd
BRONX RIVER,BRONX,BRONX RIVER,BLD 09,NONE,,32,533,B003200,FEDERAL,NY005010320P,CONSOLIDATED EDISON COMPANY OF NY,8171147,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3266969,N,165.31,Trans Gen Non-Res,Yes,375.49,UTILITY GAS,ConEd
OCEAN BAY APARTMENTS (OCEANSIDE),QUEENS,OCEAN BAY APARTMENTS (OCEANSIDE),BLD 6,NONE,,51,573,Q005100,FEDERAL,NY005010980P,National Grid LI,8178670,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-20T00:00:00.000,29,6601007,N,204.65,"257 Del,Com,Gen Use",Yes,131.0,UTILITY GAS,NatGrid LI
MORRISANIA AIR RIGHTS,BRONX,MORRISANIA AIR RIGHTS,BLD 03,NONE,,267,385,B026700,FEDERAL,NY005012670P,CONSOLIDATED EDISON COMPANY OF NY,8170974,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,4011929,N,262.51,Trans Gen Non-Res,Yes,390.72,UTILITY GAS,ConEd
SACK WERN,BRONX,SACK WERN,BLD 07,NONE,,280,506,B028000,FEDERAL,NY005012800P,CONSOLIDATED EDISON COMPANY OF NY,8171886,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3775087,N,7.15,Trans Gen Non-Res,Yes,1.0,UTILITY GAS,ConEd
EAST 152ND STREET-COURTLANDT AVENUE,BRONX,EAST 152ND STREET-COURTLANDT AVENUE,BLD 02,NONE,,237,360,B023700,FEDERAL,NY005010280P,CONSOLIDATED EDISON COMPANY OF NY,8162659,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3337064,N,240.43,Trans Gen Non-Res,Exception,397.06,UTILITY GAS,ConEd
MORRIS II,BRONX,MORRIS II,BLD 14,NONE,,502,280,B050200,FEDERAL,NY005011020P,CONSOLIDATED EDISON COMPANY OF NY,8166021,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3516314,N,69.47,Trans Gen Non-Res,Yes,104.64,UTILITY GAS,ConEd
MORRIS II,BRONX,MORRIS II,BLD 15,NONE,,502,280,B050200,FEDERAL,NY005011020P,CONSOLIDATED EDISON COMPANY OF NY,8166050,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3827137,N,150.41,Trans Gen Non-Res,Yes,228.61,UTILITY GAS,ConEd
DYCKMAN,MANHATTAN,DYCKMAN,BLD 06,NONE,,41,373,M004100,FEDERAL,NY005000410P,CONSOLIDATED EDISON COMPANY OF NY,8170405,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3901041,Y,109.3,Trans Gen Non-Res,Yes,230.86,UTILITY GAS,ConEd
SEDGWICK,BRONX,SEDGWICK,BLD 04,NONE,,45,368,B004500,FEDERAL,NY005010450P,CONSOLIDATED EDISON COMPANY OF NY,8166231,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3510937,N,153.37,Trans Gen Non-Res,Yes,308.87,UTILITY GAS,ConEd
MORRIS I,BRONX,MORRIS I,BLD 06,NONE,,102,239,B010200,FEDERAL,NY005011020P,CONSOLIDATED EDISON COMPANY OF NY,8166136,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3559902,N,158.44,Trans Gen Non-Res,Yes,280.12,UTILITY GAS,ConEd
MORRIS I,BRONX,MORRIS I,BLD 03,NONE,,102,239,B010200,FEDERAL,NY005011020P,CONSOLIDATED EDISON COMPANY OF NY,8166175,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3559939,N,116.97,Trans Gen Non-Res,Yes,184.5,UTILITY GAS,ConEd
SMITH,MANHATTAN,SMITH,BLD 09,NONE,,27,531,M002700,FEDERAL,NY005000270P,CONSOLIDATED EDISON COMPANY OF NY,8170915,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3661436,N,224.57,Trans Gen Non-Res,Yes,587.08,UTILITY GAS,ConEd
DYCKMAN,MANHATTAN,DYCKMAN,BLD 02,NONE,,41,373,M004100,FEDERAL,NY005000410P,CONSOLIDATED EDISON COMPANY OF NY,8170405,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3590829,Y,133.11,Trans Gen Non-Res,Yes,281.14,UTILITY GAS,ConEd
MITCHEL,BRONX,MITCHEL,BLD 04,NONE,,145,249,B014500,FEDERAL,NY005011450P,CONSOLIDATED EDISON COMPANY OF NY,8171925,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3902012,N,1147.9,Trans Gen Non-Res,Exception,2755.73,UTILITY GAS,ConEd
MILL BROOK EXTENSION,BRONX,MILL BROOK EXTENSION,BLD 10,NONE,,132,570,B013200,FEDERAL,NY005010840P,CONSOLIDATED EDISON COMPANY OF NY,8171949,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3906675,N,33.14,Trans Gen Non-Res,Exception,51.36,UTILITY GAS,ConEd
DREW-HAMILTON,MANHATTAN,DREW-HAMILTON,BLD 05,NONE,,111,434,M011100,MIXED FINANCE/LLC1,NY005021110P,CONSOLIDATED EDISON COMPANY OF NY,8171741,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,1349901,N,1661.41,Trans Gen Non-Res,Exception,3547.0,UTILITY GAS,ConEd
STANTON STREET,MANHATTAN,STANTON STREET,BLD 01,NONE,,559,841,M055900,FEDERAL,NY005013590P,CONSOLIDATED EDISON COMPANY OF NY,8170435,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3521819,N,26.39,Trans Gen Non-Res,Yes,19.64,UTILITY GAS,ConEd
MILL BROOK,BRONX,MILL BROOK,BLD 01,NONE,,84,570,B008400,FEDERAL,NY005010840P,CONSOLIDATED EDISON COMPANY OF NY,8172257,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3569642,Y,114.47,Trans Gen Non-Res,Yes,249.32,UTILITY GAS,ConEd
MILL BROOK,BRONX,MILL BROOK,BLD 06,NONE,,84,570,B008400,FEDERAL,NY005010840P,CONSOLIDATED EDISON COMPANY OF NY,8172257,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3490626,Y,140.38,Trans Gen Non-Res,Yes,305.75,UTILITY GAS,ConEd
ADAMS,BRONX,ADAMS,BLD 05,NONE,,118,248,B011800,FEDERAL,NY005001180P,CONSOLIDATED EDISON COMPANY OF NY,8170962,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3564594,N,768.14,Trans Gen Non-Res,Yes,1552.0,UTILITY GAS,ConEd
MILL BROOK,BRONX,MILL BROOK,BLD 05,NONE,,84,570,B008400,FEDERAL,NY005010840P,CONSOLIDATED EDISON COMPANY OF NY,8172257,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3343080,N,71.6,Trans Gen Non-Res,Yes,155.95,UTILITY GAS,ConEd
SOUNDVIEW,BRONX,CLASON POINT GARDENS/SOUNDVIEW,SOUNDVIEW BLD 03,NONE,,71,537,B007100,FEDERAL,NY005000710P,CONSOLIDATED EDISON COMPANY OF NY,8165926,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3619394,N,14.52,Trans Gen Non-Res,Yes,33.86,UTILITY GAS,ConEd
SOUNDVIEW,BRONX,CLASON POINT GARDENS/SOUNDVIEW,SOUNDVIEW BLD 02,NONE,,71,537,B007100,FEDERAL,NY005000710P,CONSOLIDATED EDISON COMPANY OF NY,8165926,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3629306,N,16.72,Trans Gen Non-Res,Yes,38.99,UTILITY GAS,ConEd
SOUNDVIEW,BRONX,CLASON POINT GARDENS/SOUNDVIEW,SOUNDVIEW BLD 03,NONE,,71,537,B007100,FEDERAL,NY005000710P,CONSOLIDATED EDISON COMPANY OF NY,8165926,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3629571,N,98.1,Trans Gen Non-Res,Yes,228.79,UTILITY GAS,ConEd
SOUNDVIEW,BRONX,CLASON POINT GARDENS/SOUNDVIEW,SOUNDVIEW BLD 08,NONE,,71,537,B007100,FEDERAL,NY005000710P,CONSOLIDATED EDISON COMPANY OF NY,8165926,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3629820,N,79.18,Trans Gen Non-Res,Yes,184.67,UTILITY GAS,ConEd
SOUNDVIEW,BRONX,CLASON POINT GARDENS/SOUNDVIEW,SOUNDVIEW BLD 10,AMR,,71,537,B007100,FEDERAL,NY005000710P,CONSOLIDATED EDISON COMPANY OF NY,8165926,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3760316,N,5.72,Trans Gen Non-Res,Yes,13.34,UTILITY GAS,ConEd
SOUNDVIEW,BRONX,CLASON POINT GARDENS/SOUNDVIEW,CLASON POINT GARDENS BLD 03,AMR,,71,537,B007100,FEDERAL,NY005000710P,CONSOLIDATED EDISON COMPANY OF NY,8165926,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3760317,N,121.41,Trans Gen Non-Res,Yes,283.16,UTILITY GAS,ConEd
AMSTERDAM,MANHATTAN,AMSTERDAM,BLD 08,NONE,,22,530,M002200,FEDERAL,NY005010220P,CONSOLIDATED EDISON COMPANY OF NY,8170390,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3231022,N,68.35,Trans Gen Non-Res,Yes,144.22,UTILITY GAS,ConEd
TAFT,MANHATTAN,TAFT,BLD 05,NONE,,97,261,M009700,FEDERAL,NY005010970P,CONSOLIDATED EDISON COMPANY OF NY,8171774,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3684597,N,199.19,Trans Gen Non-Res,Exception,330.4,UTILITY GAS,ConEd
CAMPOS PLAZA II,MANHATTAN,CAMPOS PLAZA II,BLD 03,NONE,,286,593,M028600,FEDERAL,NY005012570P,CONSOLIDATED EDISON COMPANY OF NY,8172354,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3905516,N,28.3,Trans Gen Non-Res,Yes,45.28,UTILITY GAS,ConEd
TAFT,MANHATTAN,TAFT,BLD 01,NONE,,97,261,M009700,FEDERAL,NY005010970P,CONSOLIDATED EDISON COMPANY OF NY,8171809,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3684599,N,145.54,Trans Gen Non-Res,Exception,236.78,UTILITY GAS,ConEd
MELROSE,BRONX,MELROSE,BLD 01,NONE,,28,523,B002800,FEDERAL,NY005010280P,CONSOLIDATED EDISON COMPANY OF NY,8171021,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3318014,N,164.29,Trans Gen Non-Res,Exception,305.76,UTILITY GAS,ConEd
STRAUS,MANHATTAN,STRAUS,BLD 01,NONE,,153,263,M015300,FEDERAL,NY005011530P,CONSOLIDATED EDISON COMPANY OF NY,8170865,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3562396,N,232.89,Trans Gen Non-Res,Yes,379.93,UTILITY GAS,ConEd
STANTON STREET,MANHATTAN,STANTON STREET,BLD 01,NONE,,559,841,M055900,FEDERAL,NY005013590P,CONSOLIDATED EDISON COMPANY OF NY,8170435,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3521812,N,55.56,Trans Gen Non-Res,Yes,41.36,UTILITY GAS,ConEd
SMITH,MANHATTAN,SMITH,BLD 05,NONE,,27,531,M002700,FEDERAL,NY005000270P,CONSOLIDATED EDISON COMPANY OF NY,8170915,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3831528,N,114.65,Trans Gen Non-Res,Yes,299.72,UTILITY GAS,ConEd
MARSHALL PLAZA,MANHATTAN,MARSHALL PLAZA,BLD 01,NONE,,344,754,M034400,FEDERAL,NY005010030P,CONSOLIDATED EDISON COMPANY OF NY,8170410,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3048881,Y,396.04,Trans Gen Non-Res,Yes,728.0,UTILITY GAS,ConEd
LOWER EAST SIDE III,MANHATTAN,LOWER EAST SIDE III,BLD 01,NONE,,364,548,M036400,FEDERAL,NY005013590P,CONSOLIDATED EDISON COMPANY OF NY,8172812,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,4001916,N,92.72,Trans Gen Non-Res,Yes,133.84,UTILITY GAS,ConEd
SMITH,MANHATTAN,SMITH,BLD 07,NONE,,27,531,M002700,FEDERAL,NY005000270P,CONSOLIDATED EDISON COMPANY OF NY,8170915,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3684293,N,112.68,Trans Gen Non-Res,Yes,294.57,UTILITY GAS,ConEd
SMITH,MANHATTAN,SMITH,BLD 07,NONE,,27,531,M002700,FEDERAL,NY005000270P,CONSOLIDATED EDISON COMPANY OF NY,8170915,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3684283,N,114.65,Trans Gen Non-Res,Yes,299.72,UTILITY GAS,ConEd
AMSTERDAM,MANHATTAN,AMSTERDAM,BLD 06,AMR,,22,530,M002200,FEDERAL,NY005010220P,CONSOLIDATED EDISON COMPANY OF NY,8170390,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3266884,N,107.9,Trans Gen Non-Res,Yes,227.66,UTILITY GAS,ConEd
LA GUARDIA ADDITION,MANHATTAN,LA GUARDIA ADDITION,BLD 10,NONE,,152,262,M015200,FEDERAL,NY005010760P,CONSOLIDATED EDISON COMPANY OF NY,8170577,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3684318,N,143.18,Trans Gen Non-Res,Yes,266.77,UTILITY GAS,ConEd
SMITH,MANHATTAN,SMITH,BLD 09,NONE,,27,531,M002700,FEDERAL,NY005000270P,CONSOLIDATED EDISON COMPANY OF NY,8170915,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3661406,N,0.39,Trans Gen Non-Res,Yes,1.03,UTILITY GAS,ConEd
BRONX RIVER ADDITION,BRONX,BRONX RIVER ADDITION,BLD 11,AMR,,157,533,B015700,FEDERAL,NY005010320P,CONSOLIDATED EDISON COMPANY OF NY,8171088,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3596294,N,172.17,Trans Gen Non-Res,Yes,262.38,UTILITY GAS,ConEd
SEWARD PARK EXTENSION,MANHATTAN,SEWARD PARK EXTENSION,BLD 01,NONE,,192,312,M019200,FEDERAL,NY005011000P,CONSOLIDATED EDISON COMPANY OF NY,8171291,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3491724,N,113.45,Trans Gen Non-Res,Yes,200.94,UTILITY GAS,ConEd
LA GUARDIA,MANHATTAN,LA GUARDIA,BLD 06,NONE,,76,221,M007600,FEDERAL,NY005010760P,CONSOLIDATED EDISON COMPANY OF NY,8170618,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3684311,Y,42.21,Trans Gen Non-Res,Exception,94.75,UTILITY GAS,ConEd
SEDGWICK,BRONX,SEDGWICK,BLD 06,NONE,,45,368,B004500,FEDERAL,NY005010450P,CONSOLIDATED EDISON COMPANY OF NY,8166231,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3521087,N,147.26,Trans Gen Non-Res,Yes,296.56,UTILITY GAS,ConEd
SEDGWICK,BRONX,SEDGWICK,BLD 04,NONE,,45,368,B004500,FEDERAL,NY005010450P,CONSOLIDATED EDISON COMPANY OF NY,8166231,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3466936,N,26.5,Trans Gen Non-Res,Yes,53.36,UTILITY GAS,ConEd
SEDGWICK,BRONX,SEDGWICK,BLD 03,NONE,,45,368,B004500,FEDERAL,NY005010450P,CONSOLIDATED EDISON COMPANY OF NY,8166231,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3407267,N,104.96,Trans Gen Non-Res,Yes,211.39,UTILITY GAS,ConEd
LA GUARDIA,MANHATTAN,LA GUARDIA,BLD 01,NONE,,76,221,M007600,FEDERAL,NY005010760P,CONSOLIDATED EDISON COMPANY OF NY,8170618,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3684185,N,49.55,Trans Gen Non-Res,Exception,111.23,UTILITY GAS,ConEd
LA GUARDIA,MANHATTAN,LA GUARDIA,BLD 03,NONE,,76,221,M007600,FEDERAL,NY005010760P,CONSOLIDATED EDISON COMPANY OF NY,8170618,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3684184,Y,17.89,Trans Gen Non-Res,Exception,40.17,UTILITY GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 35,NONE,,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,CONSOLIDATED EDISON COMPANY OF NY,8171134,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3190563,N,6.99,Trans Gen Non-Res,Yes,5.1,UTILITY GAS,ConEd
SACK WERN,BRONX,SACK WERN,BLD 05,AMR,,280,506,B028000,FEDERAL,NY005012800P,CONSOLIDATED EDISON COMPANY OF NY,8171843,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3798827,N,372.86,Trans Gen Non-Res,Exception,753.02,UTILITY GAS,ConEd
SACK WERN,BRONX,SACK WERN,BLD 04,NONE,,280,506,B028000,FEDERAL,NY005012800P,CONSOLIDATED EDISON COMPANY OF NY,8171850,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3515997,N,386.28,Trans Gen Non-Res,Yes,771.67,UTILITY GAS,ConEd
