development_name,borough,account_name,location,meter_amr,meter_scope,tds,edp,rc_code,funding_source,amp,vendor_name,umis_bill_id,revenue_month,service_start_date,service_end_date,days,meter_number,estimated,current_charges,rate_class,bill_analyzed,consumption_therms,es_commodity,underlying_utility
INGERSOLL,BROOKLYN,INGERSOLL,BLD 35,AMR,BLD 24-35,14.0,510,K001400,FEDERAL,NY005000140P,National Grid NYC,8106983,2019-08,2019-07-29T00:00:00.000,2019-08-27T00:00:00.000,29,13795873,Y,10557.14,T3 TRAN MULT FAM,Yes,32314.0,UTILITY GAS,NatGrid NYC
LA GUARDIA ADDITION,MANHATTAN,LA GUARDIA/LA GUARDIA ADDITION,LA GUARDIA BLD 04,NONE,,152.0,262,M015200,FEDERAL,NY005010760P,CONSOLIDATED EDISON COMPANY OF NY,8085329,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3485958-9.3%,N,1991.74,Trans Res MultiDwell Heat Dual,Yes,3709.21,UTILITY GAS,ConEd
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,BLD 01,AMR,,348.0,763,K034800,FEDERAL,NY005011670P,National Grid NYC,8107187,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,06283982,N,0.0,T3 TRAN MULT FAM,Yes,0.0,UTILITY GAS,NatGrid NYC
LEXINGTON,MANHATTAN,LEXINGTON,BLD 4,Not Applicable,,50.0,374,M005000,FEDERAL,NY005010620P,EAST COAST POWER & GAS,8186882,2019-08,2019-07-24T00:00:00.000,2019-08-21T00:00:00.000,28,495416024700015,N,5268.95,,Yes,13016.0,BROKERED GAS,ConEd
LONGFELLOW AVENUE REHAB,BRONX,LONGFELLOW AVENUE REHAB,BLD 02,Not Applicable,,362.0,794,B036200,FEDERAL,NY005015300P,EAST COAST POWER & GAS,8186737,2019-08,2019-07-24T00:00:00.000,2019-08-21T00:00:00.000,28,395416142800003,N,587.37,,Yes,1451.0,BROKERED GAS,ConEd
LOWER EAST SIDE I INFILL,MANHATTAN,LOWER EAST SIDE I INFILL,BLD 02,Not Applicable,,326.0,784,M032600,FEDERAL,NY005011000P,EAST COAST POWER & GAS,8186848,2019-08,2019-07-24T00:00:00.000,2019-08-21T00:00:00.000,28,495416012703005,N,345.3,,Yes,853.0,BROKERED GAS,ConEd
LOWER EAST SIDE II,MANHATTAN,LOWER EAST SIDE II,BLD 04,Not Applicable,,337.0,783,M033700,FEDERAL,NY005012920P,EAST COAST POWER & GAS,8186835,2019-08,2019-07-24T00:00:00.000,2019-08-21T00:00:00.000,28,495416010196004,N,363.52,,Yes,898.0,BROKERED GAS,ConEd
LOWER EAST SIDE III,MANHATTAN,LOWER EAST SIDE III,BLD 02,NONE,,364.0,548,M036400,FEDERAL,NY005013590P,CONSOLIDATED EDISON COMPANY OF NY,8077119,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3792323,Y,501.17,Trans Res MultiDwell Heat,Yes,663.0,UTILITY GAS,ConEd
MANHATTANVILLE REHAB (GROUP 2),MANHATTAN,MANHATTANVILLE REHAB (GROUP 2),BLD 01,NONE,,296.0,557,M029600,FEDERAL,NY005010810P,CONSOLIDATED EDISON COMPANY OF NY,8076467,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3608895,N,194.18,Trans Res MultiDwell Heat,Yes,222.0,UTILITY GAS,ConEd
MARBLE HILL,BRONX,MARBLE HILL,BLD 04,NONE,BLD 1-11,49.0,638,B004900,MIXED FINANCE/LLC1,NY005020490P,CONSOLIDATED EDISON COMPANY OF NY,8080977,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3377618,N,3352.47,Trans Res MultiDwell Heat Dual,Exception,4566.0,UTILITY GAS,ConEd
MARCY AVENUE-GREENE AVENUE SITE A,BROOKLYN,MARCY AVENUE-GREENE AVENUE SITE A,BLD 02,Not Applicable,,363.0,803,K036300,FEDERAL,NY005013590P,DIRECT ENERGY BUSINESS (32179),8114387,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00243500336,N,217.33,,Yes,536.1,BROKERED GAS,NatGrid NYC
MELROSE,BRONX,MELROSE,BLD09 - Community Center,Not Applicable,Community Center,28.0,523,B202800,FEDERAL,NY005010280P,EAST COAST POWER & GAS,8186748,2019-08,2019-07-24T00:00:00.000,2019-08-21T00:00:00.000,28,395416149100001,N,2.02,,Yes,5.0,BROKERED GAS,ConEd
MILL BROOK,BRONX,MILL BROOK/MILL BROOK EXTENSION,MILL BROOK BLD 05,NONE,BLD 1-10,84.0,570,B008400,FEDERAL,NY005010840P,CONSOLIDATED EDISON COMPANY OF NY,8079338,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3333978-89.9%,N,17479.96,Trans Res MultiDwell Heat Dual,Yes,32467.38,UTILITY GAS,ConEd
MITCHEL,BRONX,MITCHEL,BLD 04,NONE,BLD 1-11,145.0,249,B014500,FEDERAL,NY005011450P,CONSOLIDATED EDISON COMPANY OF NY,8189823,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3382761,N,25270.5,Trans Res MultiDwell Heat Dual,Yes,47247.0,UTILITY GAS,ConEd
OCEAN BAY APARTMENTS (BAYSIDE),QUEENS,OCEAN BAY APARTMENTS (BAYSIDE),BLD 22,NONE,BLD 1-24,98.0,571,Q009800,FEDERAL,NY005010980P,National Grid LI,8091020,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,06443748,N,561.61,"158 Del,Com,Multidwel,Heat",Yes,1030.0,UTILITY GAS,NatGrid LI
OCEAN HILL APARTMENTS,BROOKLYN,OCEAN HILL APARTMENTS,BLD 01,Not Applicable,,162.0,269,K016200,FEDERAL,NY005011620P,DIRECT ENERGY BUSINESS (32179),8114482,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00488903000,N,4857.1,,Exception,11981.0,BROKERED GAS,NatGrid NYC
OCEAN HILL-BROWNSVILLE,BROOKLYN,OCEAN HILL-BROWNSVILLE,BLD 04,Not Applicable,,313.0,287,K031300,FEDERAL,NY005013510P,DIRECT ENERGY BUSINESS (32179),8114436,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00308946601,N,349.05,,Exception,861.0,BROKERED GAS,NatGrid NYC
PARK ROCK REHAB,BROOKLYN,PARK ROCK REHAB,BLD 06,AMR,BLD 06,351.0,765,K035100,FEDERAL,NY005013510P,National Grid NYC,8107121,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,04653387,N,363.3,T3 TRAN MULT FAM,Exception,719.0,UTILITY GAS,NatGrid NYC
PELHAM PARKWAY,BRONX,PELHAM PARKWAY,BLD 06,NONE,BLD 1-23,39.0,586,B003900,FEDERAL,NY005010390P,CONSOLIDATED EDISON COMPANY OF NY,8079134,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3355702,N,11592.49,Trans Res MultiDwell Heat Dual,Yes,21115.0,UTILITY GAS,ConEd
QUEENSBRIDGE NORTH,QUEENS,QUEENSBRIDGE NORTH,BLD 21,NONE,BLD 19-22,505.0,398,Q050500,FEDERAL,NY005005050P,CONSOLIDATED EDISON COMPANY OF NY,8085217,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3706931,Y,6287.11,MultiDwell Heat,Yes,10979.0,UTILITY GAS,ConEd
RALPH AVENUE REHAB,BROOKLYN,RALPH AVENUE REHAB,BLD 05,AMR,BLD 4-5,352.0,771,K035200,FEDERAL,NY005011670P,National Grid NYC,8107211,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,05127691,N,461.4,T3 TRAN MULT FAM,Yes,940.0,UTILITY GAS,NatGrid NYC
RANGEL,MANHATTAN,RANGEL,BLD 04,NONE,BLD 1-8,37.0,317,M003700,FEDERAL,NY005000370P,CONSOLIDATED EDISON COMPANY OF NY,8085820,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3333977,N,16624.67,Trans Res MultiDwell Heat Dual,Yes,30729.0,UTILITY GAS,ConEd
RED HOOK EAST,BROOKLYN,RED HOOK EAST,BLD 27 - Community Center,AMR,Community Center,4.0,202,K200400,FEDERAL,NY005000040P,National Grid NYC,8107026,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,05769001,N,110.22,T2-2 TRAN GENERAL,Yes,63.0,UTILITY GAS,NatGrid NYC
RED HOOK WEST,BROOKLYN,RED HOOK WEST,BLD 01,AMR,BLD 1-3,79.0,230,K007900,FEDERAL,NY005000790P,National Grid NYC,8107023,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,06620687,N,3028.51,T3 TRAN MULT FAM,Yes,8869.0,UTILITY GAS,NatGrid NYC
REHAB PROGRAM (COLLEGE POINT),QUEENS,REHAB PROGRAM (COLLEGE POINT),BLD 01,NONE,BLD 1,143.0,297,Q014300,FEDERAL,NY005011860P,CONSOLIDATED EDISON COMPANY OF NY,8168319,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3564311,N,125.87,Trans Non-Res Heat,Yes,141.0,UTILITY GAS,ConEd
REHAB PROGRAM (DOUGLASS REHABS),MANHATTAN,REHAB PROGRAM (DOUGLASS REHABS),BLD 04,NONE,,515.0,255,M051500,FEDERAL,NY005013170P,CONSOLIDATED EDISON COMPANY OF NY,8076372,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3337864,Y,260.0,Trans Gen Non-Res,Yes,440.0,UTILITY GAS,ConEd
REHAB PROGRAM (TAFT REHABS),MANHATTAN,REHAB PROGRAM (TAFT REHABS),BLD 02,NONE,BLD 2-3,516.0,293,M051600,FEDERAL,NY005013170P,CONSOLIDATED EDISON COMPANY OF NY,8075696,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3564829,N,21.96,Trans Res MultiDwell Heat,Yes,0.0,UTILITY GAS,ConEd
REID APARTMENTS,BROOKLYN,REID APARTMENTS,BLD 01,Not Applicable,,167.0,283,K016700,FEDERAL,NY005011670P,DIRECT ENERGY BUSINESS (32179),8114437,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00328910000,,0.0,,Yes,0.0,BROKERED GAS,NatGrid NYC
ROOSEVELT II,BROOKLYN,ROOSEVELT I/ROOSEVELT II,ROOSEVELT I BLD 03,AMR,,177.0,281,K017700,FEDERAL,NY005011350P,National Grid NYC,8107005,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,00811377-30.3%,N,3897.11,T3 TRAN MULT FAM,Yes,11945.77,UTILITY GAS,NatGrid NYC
RUTGERS,MANHATTAN,RUTGERS,BLD 04,Not Applicable,,99.0,439,M009900,MIXED FINANCE/LLC1,NY005020990P,EAST COAST POWER & GAS,8186939,2019-08,2019-07-24T00:00:00.000,2019-08-21T00:00:00.000,28,495416037006004,N,1425.32,,Yes,3521.0,BROKERED GAS,ConEd
SACK WERN,BRONX,SACK WERN,BLD 06,NONE,,280.0,506,B028000,FEDERAL,NY005012800P,CONSOLIDATED EDISON COMPANY OF NY,8078665,2019-08,2019-06-24T00:00:00.000,2019-08-22T00:00:00.000,59,3512691,N,75.77,Trans Res MultiDwell Heat,Yes,41.0,UTILITY GAS,ConEd
SACK WERN,BRONX,SACK WERN,BLD 06,NONE,,280.0,506,B028000,FEDERAL,NY005012800P,CONSOLIDATED EDISON COMPANY OF NY,8078606,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3793542,N,513.92,Trans Gen Non-Res,Yes,1067.29,UTILITY GAS,ConEd
SACK WERN,BRONX,SACK WERN,BLD 02,AMR,,280.0,506,B028000,FEDERAL,NY005012800P,CONSOLIDATED EDISON COMPANY OF NY,8078576,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3492089,N,302.52,Trans Gen Non-Res,Yes,601.12,UTILITY GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 45,NONE,,377.0,650,M037700,MIXED FINANCE/LLC1,NY005023770P,CONSOLIDATED EDISON COMPANY OF NY,8075440,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3267695,N,304.86,Trans Res MultiDwell Heat,Yes,381.0,UTILITY GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 01,Not Applicable,,377.0,650,M037700,MIXED FINANCE/LLC1,NY005023770P,EAST COAST POWER & GAS,8186899,2019-08,2019-07-24T00:00:00.000,2019-08-21T00:00:00.000,28,495416031831001,N,157.47,,Yes,389.0,BROKERED GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 15,Not Applicable,,377.0,650,M037700,MIXED FINANCE/LLC1,NY005023770P,EAST COAST POWER & GAS,8186907,2019-08,2019-07-24T00:00:00.000,2019-08-21T00:00:00.000,28,495416032831000,N,287.41,,Exception,710.0,BROKERED GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 18,Not Applicable,,377.0,650,M037700,MIXED FINANCE/LLC1,NY005023770P,EAST COAST POWER & GAS,8186910,2019-08,2019-07-24T00:00:00.000,2019-08-21T00:00:00.000,28,495416033731001,N,120.63,,Yes,298.0,BROKERED GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 07,NONE,,377.0,650,M037700,MIXED FINANCE/LLC1,NY005023770P,CONSOLIDATED EDISON COMPANY OF NY,8074418,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3010022,N,350.12,Trans Res MultiDwell Heat,Yes,446.0,UTILITY GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 02,NONE,,377.0,650,M037700,MIXED FINANCE/LLC1,NY005023770P,CONSOLIDATED EDISON COMPANY OF NY,8072792,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3231322,N,247.78,Trans Res MultiDwell Heat,Yes,299.0,UTILITY GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 37,Not Applicable,,377.0,650,M037700,MIXED FINANCE/LLC1,NY005023770P,EAST COAST POWER & GAS,8186931,2019-08,2019-07-24T00:00:00.000,2019-08-21T00:00:00.000,28,495416036331007,N,90.68,,Yes,224.0,BROKERED GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 25,NONE,,377.0,650,M037700,MIXED FINANCE/LLC1,NY005023770P,CONSOLIDATED EDISON COMPANY OF NY,8072504,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3267812,N,227.57,Trans Res MultiDwell Heat,Yes,270.0,UTILITY GAS,ConEd
SAMUEL (MHOP) I,MANHATTAN,SAMUEL (MHOP) I,BLD 43,NONE,,389.0,847,M038900,FEDERAL,NY005013170P,CONSOLIDATED EDISON COMPANY OF NY,8076515,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3267698,N,96.46,Trans Res MultiDwell Heat,Yes,83.0,UTILITY GAS,ConEd
SAMUEL (MHOP) I,MANHATTAN,SAMUEL (MHOP) I,BLD 40,Not Applicable,,389.0,847,M038900,FEDERAL,NY005013170P,EAST COAST POWER & GAS,8186998,2019-08,2019-07-24T00:00:00.000,2019-08-21T00:00:00.000,28,495416105001002,N,36.03,,Yes,89.0,BROKERED GAS,ConEd
SEDGWICK,BRONX,SEDGWICK,BLD 03,NONE,BLD 1-7,45.0,368,B004500,FEDERAL,NY005010450P,CONSOLIDATED EDISON COMPANY OF NY,8168508,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3383848,N,16979.01,Trans Res MultiDwell Heat Dual,Yes,31406.0,UTILITY GAS,ConEd
SHEEPSHEAD BAY,BROOKLYN,SHEEPSHEAD BAY/NOSTRAND,NOSTRAND BLD 17,Not Applicable,,36.0,314,K003600,FEDERAL,NY005010360P,DIRECT ENERGY BUSINESS (32179),8114532,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,2264582161-47.7%,N,13120.35,,Yes,32363.97,BROKERED GAS,NatGrid NYC
SOUNDVIEW,BRONX,SOUNDVIEW,BLD 08,NONE,BLD 1-13,71.0,537,B007100,FEDERAL,NY005000710P,CONSOLIDATED EDISON COMPANY OF NY,8189797,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3850383,N,20909.87,Trans Res MultiDwell Heat Dual,Yes,38916.0,UTILITY GAS,ConEd
SOUTH BRONX AREA (SITE 402),BRONX,SOUTH BRONX AREA (SITE 402),BLD 04,NONE,,305.0,550,B030500,FEDERAL,NY005013420P,CONSOLIDATED EDISON COMPANY OF NY,8080920,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3691780,Y,21.96,Trans Res MultiDwell Heat,Yes,0.0,UTILITY GAS,ConEd
STAPLETON,STATEN ISLAND,STAPLETON,BLD 04,Not Applicable,,114.0,436,S011400,MIXED FINANCE/LLC1,NY005021140P,DIRECT ENERGY BUSINESS (32179),8114551,2019-08,2019-08-01T00:00:00.000,2019-08-30T00:00:00.000,29,03148912050,N,7257.47,,Yes,17902.0,BROKERED GAS,NatGrid NYC
STEBBINS AVENUE-HEWITT PLACE,BRONX,STEBBINS AVENUE-HEWITT PLACE,BLD 02,NONE,,353.0,770,B035300,FEDERAL,NY005013420P,CONSOLIDATED EDISON COMPANY OF NY,8080396,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3087558,N,32.16,Trans Res MultiDwell Heat,Exception,14.0,UTILITY GAS,ConEd
STERLING PLACE REHABS (SAINT JOHNS-STERLING),BROOKLYN,STERLING PLACE REHABS (SAINT JOHNS-STERLING),BLD 04,AMR,,366.0,801,K036600,FEDERAL,NY005013510P,National Grid NYC,8107074,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,05394446,N,183.51,T3 TRAN MULT FAM,Yes,314.0,UTILITY GAS,NatGrid NYC
STERLING PLACE REHABS (SAINT JOHNS-STERLING),BROOKLYN,STERLING PLACE REHABS (SAINT JOHNS-STERLING),BLD 04,Not Applicable,,366.0,801,K036600,FEDERAL,NY005013510P,DIRECT ENERGY BUSINESS (32179),8114406,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00304311492,N,127.3,,Yes,314.0,BROKERED GAS,NatGrid NYC
HUNTS POINT AVENUE REHAB,BRONX,HUNTS POINT AVENUE REHAB,BLD 02,NONE,BLD 1-3,367.0,806,B036700,FEDERAL,NY005015300P,CONSOLIDATED EDISON COMPANY OF NY,8078847,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3792023,N,407.89,Trans Res MultiDwell Heat,Yes,529.0,UTILITY GAS,ConEd
INGERSOLL,BROOKLYN,INGERSOLL,BLD 22,AMR,BLD 16-23,14.0,510,K001400,FEDERAL,NY005000140P,National Grid NYC,8106986,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,04623275,N,3200.35,T3 TRAN MULT FAM,Exception,9403.0,UTILITY GAS,NatGrid NYC
HOWARD AVENUE-PARK PLACE,BROOKLYN,HOWARD AVENUE-PARK PLACE,BLD 07,Not Applicable,,365.0,551,K036500,FEDERAL,NY005013510P,DIRECT ENERGY BUSINESS (32179),8114416,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00305028551,N,199.86,,Yes,493.0,BROKERED GAS,NatGrid NYC
HOWARD AVENUE-PARK PLACE,BROOKLYN,HOWARD AVENUE-PARK PLACE,BLD 06,AMR,,365.0,551,K036500,FEDERAL,NY005013510P,National Grid NYC,8107096,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,05236555,N,313.14,T3 TRAN MULT FAM,Yes,606.0,UTILITY GAS,NatGrid NYC
HOWARD AVENUE-PARK PLACE,BROOKLYN,HOWARD AVENUE-PARK PLACE,BLD 06,Not Applicable,,365.0,551,K036500,FEDERAL,NY005013510P,DIRECT ENERGY BUSINESS (32179),8114417,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00305311941,N,245.67,,Yes,606.0,BROKERED GAS,NatGrid NYC
INGERSOLL,BROOKLYN,INGERSOLL,BLD 36 - Community Center,AMR,,14.0,510,K201400,FEDERAL,NY005000140P,National Grid NYC,8106989,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,04458466,N,70.49,T2-2 TRAN GENERAL,Yes,43.0,UTILITY GAS,NatGrid NYC
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,BLD 02,AMR,,348.0,763,K034800,FEDERAL,NY005011670P,National Grid NYC,8107189,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,06130337,N,168.37,T3 TRAN MULT FAM,Yes,316.7,UTILITY GAS,NatGrid NYC
HOWARD AVENUE,BROOKLYN,HOWARD AVENUE,BLD 05,Not Applicable,,339.0,782,K033900,FEDERAL,NY005013510P,DIRECT ENERGY BUSINESS (32179),8114460,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00348905501,N,166.62,,Yes,411.0,BROKERED GAS,NatGrid NYC
HOPE GARDENS,BROOKLYN,HOPE GARDENS,,Not Applicable,,247.0,546,K024700,FEDERAL,NY005012470P,DIRECT ENERGY BUSINESS (32179),8114341,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00098915631,N,1381.2,,Yes,3407.0,BROKERED GAS,NatGrid NYC
HOPE GARDENS,BROOKLYN,HOPE GARDENS,BLD 04 - Community Center,Not Applicable,Community Center,247.0,546,K224700,FEDERAL,NY005012470P,DIRECT ENERGY BUSINESS (32179),8114327,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00094701221,,0.0,,Yes,0.0,BROKERED GAS,NatGrid NYC
HOWARD,BROOKLYN,HOWARD,BLD 03,AMR,BLD 1-10,72.0,568,K007200,FEDERAL,NY005000720P,National Grid NYC,8107246,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,00810936,N,6616.37,T3 TRAN MULT FAM,Yes,20018.0,UTILITY GAS,NatGrid NYC
HOWARD AVENUE,BROOKLYN,HOWARD AVENUE,BLD 02,Not Applicable,,339.0,782,K033900,FEDERAL,NY005013510P,DIRECT ENERGY BUSINESS (32179),8114472,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00348921751,N,416.35,,Exception,1027.0,BROKERED GAS,NatGrid NYC
HOLMES TOWERS,MANHATTAN,HOLMES TOWERS,BLD 01,NONE,BLD 1-2,159.0,277,M015900,FEDERAL,NY005011390P,CONSOLIDATED EDISON COMPANY OF NY,8144805,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3318746,N,7126.18,Trans Res MultiDwell Heat Dual,Yes,12582.0,UTILITY GAS,ConEd
HIGHBRIDGE GARDENS,BRONX,HIGHBRIDGE GARDENS,BLD 06,NONE,BLD 1-6,78.0,229,B007800,FEDERAL,NY005000780P,CONSOLIDATED EDISON COMPANY OF NY,8078938,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3469445,N,21.96,Trans Res MultiDwell Heat Dual,Exception,0.0,UTILITY GAS,ConEd
HOWARD AVENUE,BROOKLYN,HOWARD AVENUE,BLD 02,AMR,,339.0,782,K033900,FEDERAL,NY005013510P,National Grid NYC,8107193,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,05151897,N,500.03,T3 TRAN MULT FAM,Exception,1027.0,UTILITY GAS,NatGrid NYC
HOWARD AVENUE,BROOKLYN,HOWARD AVENUE,BLD 01,AMR,,339.0,782,K033900,FEDERAL,NY005013510P,National Grid NYC,8107212,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,05610493,N,317.13,T3 TRAN MULT FAM,Yes,615.0,UTILITY GAS,NatGrid NYC
HOWARD AVENUE,BROOKLYN,HOWARD AVENUE,BLD 01,Not Applicable,,339.0,782,K033900,FEDERAL,NY005013510P,DIRECT ENERGY BUSINESS (32179),8114480,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00348942001,N,249.32,,Yes,615.0,BROKERED GAS,NatGrid NYC
HOWARD AVENUE-PARK PLACE,BROOKLYN,HOWARD AVENUE-PARK PLACE,BLD 07,AMR,,365.0,551,K036500,FEDERAL,NY005013510P,National Grid NYC,8107094,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,05151658,N,262.97,T3 TRAN MULT FAM,Yes,493.0,UTILITY GAS,NatGrid NYC
HOWARD AVENUE-PARK PLACE,BROOKLYN,HOWARD AVENUE-PARK PLACE,BLD 04,AMR,,365.0,551,K036500,FEDERAL,NY005013510P,National Grid NYC,8107105,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,04653178,N,255.89,T3 TRAN MULT FAM,Yes,477.0,UTILITY GAS,NatGrid NYC
HOWARD AVENUE-PARK PLACE,BROOKLYN,HOWARD AVENUE-PARK PLACE,BLD 02,Not Applicable,,365.0,551,K036500,FEDERAL,NY005013510P,DIRECT ENERGY BUSINESS (32179),8114407,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00304523561,N,133.38,,Yes,329.0,BROKERED GAS,NatGrid NYC
HOWARD AVENUE-PARK PLACE,BROOKLYN,HOWARD AVENUE-PARK PLACE,BLD 04,Not Applicable,,365.0,551,K036500,FEDERAL,NY005013510P,DIRECT ENERGY BUSINESS (32179),8114422,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00305372141,N,193.38,,Yes,477.0,BROKERED GAS,NatGrid NYC
HUGHES APARTMENTS,BROOKLYN,HUGHES APARTMENTS,BLD 02,Not Applicable,,168.0,275,K016800,FEDERAL,NY005011680P,DIRECT ENERGY BUSINESS (32179),8114503,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00538920000,N,6377.35,,Yes,15731.0,BROKERED GAS,NatGrid NYC
HUNTS POINT AVENUE REHAB,BRONX,HUNTS POINT AVENUE REHAB,BLD 10,NONE,BLD 10-12,367.0,806,B036700,FEDERAL,NY005015300P,CONSOLIDATED EDISON COMPANY OF NY,8078724,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3775079,N,346.61,Trans Res MultiDwell Heat,Yes,441.0,UTILITY GAS,ConEd
INDEPENDENCE,BROOKLYN,INDEPENDENCE,BLD 02,Not Applicable,,140.0,442,K014000,MIXED FINANCE/LLC2,NY005021400P,DIRECT ENERGY BUSINESS (32179),8114371,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00131510340,,0.0,,Yes,0.0,BROKERED GAS,NatGrid NYC
INGERSOLL,BROOKLYN,INGERSOLL,BLD 22,Not Applicable,,14.0,510,K001400,FEDERAL,NY005000140P,DIRECT ENERGY BUSINESS (32179),8114369,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00122500501,N,3811.98,,Yes,9403.0,BROKERED GAS,NatGrid NYC
INTERNATIONAL TOWER,QUEENS,INTERNATIONAL TOWER,BLD 01,Not Applicable,,316.0,296,Q031600,FEDERAL,NY005010910P,DIRECT ENERGY BUSINESS (32179),8114529,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,01078914021,N,574.45,,Yes,1417.0,BROKERED GAS,NatGrid NYC
