development_name,borough,account_name,location,meter_amr,meter_scope,tds,edp,rc_code,funding_source,amp,vendor_name,umis_bill_id,revenue_month,service_start_date,service_end_date,days,meter_number,estimated,current_charges,rate_class,bill_analyzed,consumption_hcf,water_sewer_charges,other_charges
BERRY STREET-SOUTH 9TH STREET,BROOKLYN,BERRY STREET-SOUTH 9TH STREET,BLD 02,AMR,BLD 02,357,777,K035700,FEDERAL,NY005011310P,NEW YORK CITY WATER BOARD,8190533,2019-09,2019-08-22T00:00:00.000,2019-09-22T00:00:00.000,31,O78363626,N,4412.66,Basic Water and Sewer,Yes,427,4412.66,0.0
SOUTH JAMAICA II,QUEENS,SOUTH JAMAICA II,BLD 15,AMR,BLD 15,66,220,Q006600,FEDERAL,NY005010080P,NEW YORK CITY WATER BOARD,8190475,2019-09,2019-08-22T00:00:00.000,2019-09-22T00:00:00.000,31,E132272916,N,7605.9,Basic Water and Sewer,Yes,736,7605.9,0.0
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 28,AMR,,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,8191250,2019-09,2019-08-24T00:00:00.000,2019-09-22T00:00:00.000,29,E98161917,N,2273.5,Basic Water and Sewer,Exception,220,2273.5,0.0
WILLIAMSBURG,BROOKLYN,WILLIAMSBURG,BLD 21 - Community Center,AMR,Community Center,2,200,K200200,FEDERAL,NY005000020P,NEW YORK CITY WATER BOARD,8191440,2019-09,2019-08-22T00:00:00.000,2019-09-22T00:00:00.000,31,E15220518,N,72.34,Basic Water and Sewer,Exception,7,72.34,0.0
FHA REPOSSESSED HOUSES (GROUP VII),FHA,FHA REPOSSESSED HOUSES (GROUP VII),146-23 176TH STREET,AMR,,274,396,Q027400,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8193669,2019-09,2019-08-22T00:00:00.000,2019-09-22T00:00:00.000,31,V48009852,N,39.34,Basic Water and Sewer,Yes,0,0.0,39.34
FHA REPOSSESSED HOUSES (GROUP VII),FHA,FHA REPOSSESSED HOUSES (GROUP VII),111-50 WITTHOFF STREET,AMR,,274,396,Q027400,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8190782,2019-09,2019-08-24T00:00:00.000,2019-09-22T00:00:00.000,29,E20275296,N,124.01,Basic Water and Sewer,Yes,12,124.01,0.0
SOUTH JAMAICA II,QUEENS,SOUTH JAMAICA II,BLD 24,AMR,BLD 24,66,220,Q006600,FEDERAL,NY005010080P,NEW YORK CITY WATER BOARD,8191748,2019-09,2019-08-22T00:00:00.000,2019-09-22T00:00:00.000,31,E15210031,N,6334.8,Basic Water and Sewer,Yes,613,6334.8,0.0
BERRY STREET-SOUTH 9TH STREET,BROOKLYN,BERRY STREET-SOUTH 9TH STREET,BLD 01,NONE,BLD 01,357,777,K035700,FEDERAL,NY005011310P,NEW YORK CITY WATER BOARD,8190928,2019-09,2019-08-22T00:00:00.000,2019-09-22T00:00:00.000,31,E15282911,N,6520.82,Basic Water and Sewer,Yes,631,6520.82,0.0
FHA REPOSSESSED HOUSES (GROUP X),FHA,FHA REPOSSESSED HOUSES (GROUP X),114-34 146TH STREET,AMR,,284,521,Q028400,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8191725,2019-09,2019-08-22T00:00:00.000,2019-09-22T00:00:00.000,31,E21226991,N,82.67,Basic Water and Sewer,Yes,8,82.67,0.0
FHA REPOSSESSED HOUSES (GROUP IX),FHA,FHA REPOSSESSED HOUSES (GROUP IX),349 BERRIMAN STREET,AMR,,283,376,Q028300,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8191472,2019-09,2019-08-22T00:00:00.000,2019-09-22T00:00:00.000,31,E20372431,N,39.34,Basic Water and Sewer,Yes,0,0.0,39.34
FHA REPOSSESSED HOUSES (GROUP VII),FHA,FHA REPOSSESSED HOUSES (GROUP VII),122-28 191ST STREET,AMR,,274,396,Q027400,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8191515,2019-09,2019-08-22T00:00:00.000,2019-09-22T00:00:00.000,31,E20466209,N,289.35,Basic Water and Sewer,Yes,28,289.35,0.0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),115-22 210TH STREET,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8190849,2019-09,2019-08-18T00:00:00.000,2019-09-22T00:00:00.000,35,E19202665,Y,144.68,Basic Water and Sewer,Yes,14,144.68,0.0
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 30,AMR,,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,8190726,2019-09,2019-08-22T00:00:00.000,2019-09-22T00:00:00.000,31,V31665667,N,702.72,Basic Water and Sewer,Yes,68,702.72,0.0
STERLING PLACE REHABS (STERLING-BUFFALO),BROOKLYN,STERLING PLACE REHABS (STERLING-BUFFALO),BLD 04,AMR,,368,837,K036800,FEDERAL,NY005013510P,NEW YORK CITY WATER BOARD,8191733,2019-09,2019-08-22T00:00:00.000,2019-09-22T00:00:00.000,31,O78610316,N,1942.81,Basic Water and Sewer,Yes,188,1942.81,0.0
CLAREMONT REHAB (GROUP 4),BRONX,CLAREMONT REHAB (GROUP 4),BLD 06,AMR,,335,751,B033500,FEDERAL,NY005013080P,NEW YORK CITY WATER BOARD,8191747,2019-09,2019-08-22T00:00:00.000,2019-09-22T00:00:00.000,31,K15130317,N,1188.42,Basic Water and Sewer,Exception,115,1188.42,0.0
STERLING PLACE REHABS (STERLING-BUFFALO),BROOKLYN,STERLING PLACE REHABS (STERLING-BUFFALO),BLD 07,AMR,,368,837,K036800,FEDERAL,NY005013510P,NEW YORK CITY WATER BOARD,8190790,2019-09,2019-08-24T00:00:00.000,2019-09-22T00:00:00.000,29,O78610335,Y,2314.84,Basic Water and Sewer,Exception,224,2314.84,0.0
UNION AVENUE-EAST 166TH STREET,BRONX,UNION AVENUE-EAST 166TH STREET,BLD 03,AMR,,356,768,B035600,FEDERAL,NY005013420P,NEW YORK CITY WATER BOARD,8191671,2019-09,2019-08-22T00:00:00.000,2019-09-22T00:00:00.000,31,E15875741,N,2934.88,Basic Water and Sewer,Yes,284,2934.88,0.0
FHA REPOSSESSED HOUSES (GROUP IX),FHA,FHA REPOSSESSED HOUSES (GROUP IX),367 DOUGLASS STREET,AMR,,283,376,Q028300,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8191686,2019-09,2019-08-22T00:00:00.000,2019-09-22T00:00:00.000,31,N52057097,N,186.01,Basic Water and Sewer,Yes,18,186.01,0.0
REHAB PROGRAM (COLLEGE POINT),QUEENS,REHAB PROGRAM (COLLEGE POINT),BLD 01,AMR,,143,297,Q014300,FEDERAL,NY005011860P,NEW YORK CITY WATER BOARD,8191556,2019-09,2019-08-19T00:00:00.000,2019-09-18T00:00:00.000,30,K13151725,N,578.71,Basic Water and Sewer,Yes,56,578.71,0.0
FHA REPOSSESSED HOUSES (GROUP X),FHA,FHA REPOSSESSED HOUSES (GROUP X),119-55 177TH STREET,AMR,,284,521,Q028400,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8191302,2019-09,2019-08-22T00:00:00.000,2019-09-22T00:00:00.000,31,V48016899,N,39.34,Basic Water and Sewer,Yes,1,39.34,0.0
FHA REPOSSESSED HOUSES (GROUP X),FHA,FHA REPOSSESSED HOUSES (GROUP X),217-09 110TH AVENUE,AMR,,284,521,Q028400,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8191807,2019-09,2019-08-22T00:00:00.000,2019-09-22T00:00:00.000,31,V48010354,N,39.34,Basic Water and Sewer,Yes,3,39.34,0.0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),219-30 102ND AVENUE,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8191808,2019-09,2019-08-22T00:00:00.000,2019-09-22T00:00:00.000,31,E21226217,N,39.34,Basic Water and Sewer,Yes,3,39.34,0.0
HOWARD AVENUE,BROOKLYN,HOWARD AVENUE,BLD 02,AMR,,339,782,K033900,FEDERAL,NY005013510P,NEW YORK CITY WATER BOARD,8194649,2019-09,2019-08-22T00:00:00.000,2019-09-22T00:00:00.000,31,E11310572,N,2800.54,Basic Water and Sewer,Exception,271,2800.54,0.0
REHAB PROGRAM (TAFT REHABS),MANHATTAN,REHAB PROGRAM (TAFT REHABS),BLD 03,AMR,BLD 03 - STORE 2-4,516,293,M051600,FEDERAL,NY005013170P,NEW YORK CITY WATER BOARD,8191224,2019-09,2019-08-24T00:00:00.000,2019-09-22T00:00:00.000,29,V31983271,N,13475.67,Basic Water and Sewer,Yes,1304,13475.67,0.0
FHA REPOSSESSED HOUSES (GROUP I),FHA,FHA REPOSSESSED HOUSES (GROUP I),130-34 147TH STREET,AMR,,209,324,Q020900,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8190937,2019-09,2019-08-22T00:00:00.000,2019-09-22T00:00:00.000,31,E21224675,N,320.36,Basic Water and Sewer,Exception,31,320.36,0.0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),111-21 LIVERPOOL STREET,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8193646,2019-09,2019-08-22T00:00:00.000,2019-09-22T00:00:00.000,31,E21224785,N,62.0,Basic Water and Sewer,Yes,6,62.0,0.0
FHA REPOSSESSED HOUSES (GROUP III),FHA,FHA REPOSSESSED HOUSES (GROUP III),115-21 135TH STREET,AMR,,213,340,Q021300,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8190856,2019-09,2019-08-24T00:00:00.000,2019-09-22T00:00:00.000,29,E20579777,Y,124.01,Basic Water and Sewer,Yes,12,124.01,0.0
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 03,AMR,,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,8190513,2019-09,2019-08-22T00:00:00.000,2019-09-22T00:00:00.000,31,V31625176,N,5756.09,Basic Water and Sewer,Yes,557,5756.09,0.0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),131-41 135TH PLACE,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8191426,2019-09,2019-08-22T00:00:00.000,2019-09-22T00:00:00.000,31,V48018062,N,39.34,Basic Water and Sewer,Yes,0,0.0,39.34
VAN DYKE I,BROOKLYN,VAN DYKE I,BLD 24 - Community Center,AMR,Community Center,61,216,K206100,FEDERAL,NY005000610P,NEW YORK CITY WATER BOARD,8190761,2019-09,2019-08-24T00:00:00.000,2019-09-22T00:00:00.000,29,V84003679,Y,103.34,Basic Water and Sewer,Yes,10,103.34,0.0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),107-29 164TH STREET,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8190461,2019-09,2019-08-22T00:00:00.000,2019-09-22T00:00:00.000,31,V48001921,N,1002.41,Basic Water and Sewer,Yes,97,1002.41,0.0
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 23,AMR,,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,8190799,2019-09,2019-08-24T00:00:00.000,2019-09-22T00:00:00.000,29,G13036223,Y,2056.49,Basic Water and Sewer,Yes,199,2056.49,0.0
FHA REPOSSESSED HOUSES (GROUP X),FHA,FHA REPOSSESSED HOUSES (GROUP X),174-16 111TH AVENUE,AMR,,284,521,Q028400,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8191551,2019-09,2019-08-22T00:00:00.000,2019-09-22T00:00:00.000,31,E19452292,N,39.34,Basic Water and Sewer,Exception,0,0.0,39.34
UPACA (SITE 6),MANHATTAN,UPACA (SITE 6),BLD 01,AMR,,355,760,M035500,FEDERAL,NY005012410P,NEW YORK CITY WATER BOARD,8190783,2019-09,2019-08-24T00:00:00.000,2019-09-22T00:00:00.000,29,E09010097,Y,4536.67,Basic Water and Sewer,Yes,439,4536.67,0.0
WASHINGTON HEIGHTS REHAB PHASE IV (C),MANHATTAN,WASHINGTON HEIGHTS REHAB PHASE IV (C),BLD 02,AMR,,330,788,M033000,FEDERAL,NY005013090P,NEW YORK CITY WATER BOARD,8190717,2019-09,2019-08-22T00:00:00.000,2019-09-22T00:00:00.000,31,I13011093,N,4278.32,Basic Water and Sewer,Exception,414,4278.32,0.0
FHA REPOSSESSED HOUSES (GROUP II),FHA,FHA REPOSSESSED HOUSES (GROUP II),215-32 112TH AVENUE,AMR,,212,327,Q021200,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8191528,2019-09,2019-08-22T00:00:00.000,2019-09-22T00:00:00.000,31,E19468521,N,186.01,Basic Water and Sewer,Yes,18,186.01,0.0
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 14,AMR,STORE 01,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,8191386,2019-09,2019-08-22T00:00:00.000,2019-09-22T00:00:00.000,31,G13039199,N,2149.49,Basic Water and Sewer,Yes,208,2149.49,0.0
FHA REPOSSESSED HOUSES (GROUP I),FHA,FHA REPOSSESSED HOUSES (GROUP I),114-11 130TH STREET,AMR,,209,324,Q020900,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8191267,2019-09,2019-08-22T00:00:00.000,2019-09-22T00:00:00.000,31,V48018570,N,39.34,Basic Water and Sewer,Yes,0,0.0,39.34
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 16,AMR,STORE 01-02,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,8191728,2019-09,2019-08-22T00:00:00.000,2019-09-22T00:00:00.000,31,A08000393,N,2790.21,Basic Water and Sewer,Yes,270,2790.21,0.0
SOUTH JAMAICA II,QUEENS,SOUTH JAMAICA II,BLD 19,AMR,BLD 19,66,220,Q006600,FEDERAL,NY005010080P,NEW YORK CITY WATER BOARD,8212745,2019-09,2019-08-22T00:00:00.000,2019-09-22T00:00:00.000,31,E12292734,N,14023.37,Basic Water and Sewer,Yes,1357,14023.37,0.0
GOMPERS,MANHATTAN,GOMPERS,BLD 03 - Community Center,AMR,Community Center,100,237,M010000,FEDERAL,NY005011000P,NEW YORK CITY WATER BOARD,8190522,2019-09,2019-08-22T00:00:00.000,2019-09-22T00:00:00.000,31,E20437524,N,39.34,Basic Water and Sewer,Exception,1,39.34,0.0
FHA REPOSSESSED HOUSES (GROUP I),FHA,FHA REPOSSESSED HOUSES (GROUP I),194-17 114TH DRIVE,AMR,,209,324,Q020900,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8191722,2019-09,2019-08-22T00:00:00.000,2019-09-22T00:00:00.000,31,E19333161,N,165.35,Basic Water and Sewer,Exception,16,165.35,0.0
SOUTH JAMAICA II,QUEENS,SOUTH JAMAICA II,BLD 23,AMR,BLD 23,66,220,Q006600,FEDERAL,NY005010080P,NEW YORK CITY WATER BOARD,8190687,2019-09,2019-08-22T00:00:00.000,2019-09-22T00:00:00.000,31,O77670569,N,10034.41,Basic Water and Sewer,Yes,971,10034.41,0.0
FHA REPOSSESSED HOUSES (GROUP IV),FHA,FHA REPOSSESSED HOUSES (GROUP IV),119-44 INWOOD STREET,AMR,,226,345,Q022600,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8191665,2019-09,2019-08-22T00:00:00.000,2019-09-22T00:00:00.000,31,V48014759,N,39.34,Basic Water and Sewer,Exception,3,39.34,0.0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 10,AMR,BLD 10,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8191727,2019-09,2019-08-22T00:00:00.000,2019-09-22T00:00:00.000,31,E20290492,N,72.34,Basic Water and Sewer,Exception,7,72.34,0.0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),190-15 109TH ROAD,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8190451,2019-09,2019-08-22T00:00:00.000,2019-09-22T00:00:00.000,31,E19363736,N,124.01,Basic Water and Sewer,Yes,12,124.01,0.0
WILLIAMSBURG,BROOKLYN,WILLIAMSBURG,BLD 13,AMR,STORE 20-21,2,200,K000200,FEDERAL,NY005000020P,NEW YORK CITY WATER BOARD,8191742,2019-09,2019-08-22T00:00:00.000,2019-09-22T00:00:00.000,31,V52268797,N,39.34,Basic Water and Sewer,Exception,2,39.34,0.0
FHA REPOSSESSED HOUSES (GROUP X),FHA,FHA REPOSSESSED HOUSES (GROUP X),138-20 102ND AVENUE,AMR,,284,521,Q028400,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8191721,2019-09,2019-08-22T00:00:00.000,2019-09-22T00:00:00.000,31,V48002806,N,134.34,Basic Water and Sewer,Exception,13,134.34,0.0
FHA REPOSSESSED HOUSES (GROUP VIII),FHA,FHA REPOSSESSED HOUSES (GROUP VIII),220-23 135TH AVENUE,AMR,,275,520,Q027500,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8190763,2019-09,2019-08-24T00:00:00.000,2019-09-22T00:00:00.000,29,E20464543,N,36.8,Basic Water and Sewer,Yes,1,36.8,0.0
SAMUEL (MHOP) I,MANHATTAN,SAMUEL (MHOP) I,BLD 04,NONE,,389,847,M038900,MHOP,NY005013170P,NEW YORK CITY WATER BOARD,8191631,2019-09,2019-08-22T00:00:00.000,2019-09-22T00:00:00.000,31,O78224452,N,434.03,Basic Water and Sewer,Yes,42,434.03,0.0
FHA REPOSSESSED HOUSES (GROUP VII),FHA,FHA REPOSSESSED HOUSES (GROUP VII),118-15 199TH STREET,AMR,,274,395,Q027400,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8190665,2019-09,2019-08-22T00:00:00.000,2019-09-22T00:00:00.000,31,B15086107,N,217.02,Basic Water and Sewer,Exception,2100,217.02,0.0
SOUTH JAMAICA II,QUEENS,SOUTH JAMAICA II,BLD 12,AMR,BLD 12,66,220,Q006600,FEDERAL,NY005010080P,NEW YORK CITY WATER BOARD,8190480,2019-09,2019-08-22T00:00:00.000,2019-09-22T00:00:00.000,31,E13272716,N,5187.72,Basic Water and Sewer,Yes,502,5187.72,0.0
CONLON LIHFE TOWER,QUEENS,CONLON LIHFE TOWER,BLD 01,AMR,BLD 01,232,347,Q023200,FEDERAL,NY005010910P,NEW YORK CITY WATER BOARD,8204572,2019-09,2019-08-22T00:00:00.000,2019-09-22T00:00:00.000,31,E09031333,N,20048.15,Basic Water and Sewer,Yes,1940,20048.15,0.0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),112-22 198TH STREET,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8191805,2019-09,2019-08-22T00:00:00.000,2019-09-22T00:00:00.000,31,E20226519,N,113.68,Basic Water and Sewer,Yes,11,113.68,0.0
HOWARD AVENUE-PARK PLACE,BROOKLYN,HOWARD AVENUE-PARK PLACE,BLD 08,AMR,BLD 08,365,551,K036500,FEDERAL,NY005013510P,NEW YORK CITY WATER BOARD,8190740,2019-09,2019-08-22T00:00:00.000,2019-09-22T00:00:00.000,31,E13304667,N,4102.64,Basic Water and Sewer,Yes,397,4102.64,0.0
FHA REPOSSESSED HOUSES (GROUP VI),FHA,FHA REPOSSESSED HOUSES (GROUP VI),117-24 143RD STREET,AMR,,273,395,Q027300,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8191568,2019-09,2019-08-22T00:00:00.000,2019-09-22T00:00:00.000,31,V48012503,N,39.34,Basic Water and Sewer,Exception,4,39.34,0.0
SOUTH JAMAICA II,QUEENS,SOUTH JAMAICA II,BLD 27,AMR,BLD 27,66,220,Q006600,FEDERAL,NY005010080P,NEW YORK CITY WATER BOARD,8190639,2019-09,2019-08-22T00:00:00.000,2019-09-22T00:00:00.000,31,K16792341,N,5818.1,Basic Water and Sewer,Yes,563,5818.1,0.0
FHA REPOSSESSED HOUSES (GROUP I),FHA,FHA REPOSSESSED HOUSES (GROUP I),1504 BEACH 12TH STREET,AMR,,209,324,Q020900,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8190662,2019-09,2019-08-22T00:00:00.000,2019-09-22T00:00:00.000,31,E19376561,N,62.0,Basic Water and Sewer,Yes,6,62.0,0.0
SOTOMAYOR HOUSES,BRONX,SOTOMAYOR HOUSES,BLD 31 - Community Center,AMR,Community Center,67,222,B206700,FEDERAL,NY005010670P,NEW YORK CITY WATER BOARD,8191819,2019-09,2019-08-22T00:00:00.000,2019-09-22T00:00:00.000,31,V84009379,N,39.34,Basic Water and Sewer,Exception,3,39.34,0.0
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 10,AMR,,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,8191202,2019-09,2019-08-22T00:00:00.000,2019-09-22T00:00:00.000,31,I13007391,N,2035.82,Basic Water and Sewer,Yes,197,2035.82,0.0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),194-47 115TH AVENUE,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8190437,2019-09,2019-08-22T00:00:00.000,2019-09-22T00:00:00.000,31,E19405270,N,444.37,Basic Water and Sewer,Exception,43,444.37,0.0
FHA REPOSSESSED HOUSES (GROUP X),FHA,FHA REPOSSESSED HOUSES (GROUP X),214-15 HOLLIS AVENUE,AMR,,284,521,Q028400,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8190381,2019-09,2019-08-22T00:00:00.000,2019-09-22T00:00:00.000,31,V48014604,N,39.34,Basic Water and Sewer,Exception,0,0.0,39.34
EAST 173RD STREET-VYSE AVENUE,BRONX,EAST 173RD STREET-VYSE AVENUE,BLD 06,NONE,,338,778,B033800,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,8191482,2019-09,2019-08-22T00:00:00.000,2019-09-22T00:00:00.000,31,E13126719,N,6830.84,Basic Water and Sewer,Yes,661,6830.84,0.0
FHA REPOSSESSED HOUSES (GROUP II),FHA,FHA REPOSSESSED HOUSES (GROUP II),129-04 142ND STREET,AMR,,212,327,Q021200,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8191292,2019-09,2019-08-22T00:00:00.000,2019-09-22T00:00:00.000,31,E21226549,N,39.34,Basic Water and Sewer,Yes,3,39.34,0.0
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 10,AMR,,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,8191202,2019-09,2019-08-22T00:00:00.000,2019-09-22T00:00:00.000,31,K15130328,N,1932.48,Basic Water and Sewer,Yes,187,1932.48,0.0
SAMUEL (MHOP) I,MANHATTAN,SAMUEL (MHOP) I,BLD 39,AMR,,389,847,M038900,MHOP,NY005013170P,NEW YORK CITY WATER BOARD,8191751,2019-09,2019-08-22T00:00:00.000,2019-09-22T00:00:00.000,31,O76882750,N,423.7,Basic Water and Sewer,Yes,41,423.7,0.0
FHA REPOSSESSED HOUSES (GROUP IX),FHA,FHA REPOSSESSED HOUSES (GROUP IX),341 BERRIMAN STREET,AMR,,283,376,Q028300,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8190591,2019-09,2019-08-22T00:00:00.000,2019-09-22T00:00:00.000,31,E20372432,N,196.35,Basic Water and Sewer,Yes,19,196.35,0.0
LOWER EAST SIDE II,MANHATTAN,LOWER EAST SIDE II,BLD 03,AMR,BLD 03,337,783,M033700,FEDERAL,NY005012920P,NEW YORK CITY WATER BOARD,8191712,2019-09,2019-08-22T00:00:00.000,2019-09-22T00:00:00.000,31,I13012733,N,6159.12,Basic Water and Sewer,Yes,596,6159.12,0.0
FHA REPOSSESSED HOUSES (GROUP III),FHA,FHA REPOSSESSED HOUSES (GROUP III),213-34 NASHVILLE BOULEVARD,AMR,,213,340,Q021300,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8191570,2019-09,2019-08-22T00:00:00.000,2019-09-22T00:00:00.000,31,E20445419,N,39.34,Basic Water and Sewer,Exception,4,39.34,0.0
FHA REPOSSESSED HOUSES (GROUP I),FHA,FHA REPOSSESSED HOUSES (GROUP I),114-22 166TH STREET,AMR,,209,324,Q020900,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8191662,2019-09,2019-08-22T00:00:00.000,2019-09-22T00:00:00.000,31,E14830605,N,39.34,Basic Water and Sewer,Yes,0,0.0,39.34
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 17,AMR,BLD 17,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8190933,2019-09,2019-08-22T00:00:00.000,2019-09-22T00:00:00.000,31,E20527603,N,330.69,Basic Water and Sewer,Yes,32,330.69,0.0
MELROSE,BRONX,MELROSE,BLD 09 - Community Center,AMR,Community Center,28,523,B202800,FEDERAL,NY005010280P,NEW YORK CITY WATER BOARD,8191822,2019-09,2019-08-22T00:00:00.000,2019-09-22T00:00:00.000,31,N31934550,N,403.03,Basic Water and Sewer,Yes,39,403.03,0.0
BERRY STREET-SOUTH 9TH STREET,BROOKLYN,BERRY STREET-SOUTH 9TH STREET,BLD 04,AMR,BLD 04,357,777,K035700,FEDERAL,NY005011310P,NEW YORK CITY WATER BOARD,8191641,2019-09,2019-08-22T00:00:00.000,2019-09-22T00:00:00.000,31,O78779274,N,4340.32,Basic Water and Sewer,Yes,420,4340.32,0.0
LOWER EAST SIDE II,MANHATTAN,LOWER EAST SIDE II,BLD 04,AMR,BLD 04,337,783,M033700,FEDERAL,NY005012920P,NEW YORK CITY WATER BOARD,8191211,2019-09,2019-08-22T00:00:00.000,2019-09-22T00:00:00.000,31,A06002042,N,6427.81,Basic Water and Sewer,Yes,622,6427.81,0.0
FHA REPOSSESSED HOUSES (GROUP X),FHA,FHA REPOSSESSED HOUSES (GROUP X),188-56 120TH ROAD,AMR,,284,521,Q028400,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8191516,2019-09,2019-08-22T00:00:00.000,2019-09-22T00:00:00.000,31,E19405254,N,93.01,Basic Water and Sewer,Exception,9,93.01,0.0
MANHATTANVILLE REHAB (GROUP 2),MANHATTAN,MANHATTANVILLE REHAB (GROUP 2),BLD 03,AMR,STORE 01-02,296,557,M029600,FEDERAL,NY005010810P,NEW YORK CITY WATER BOARD,8191732,2019-09,2019-08-22T00:00:00.000,2019-09-22T00:00:00.000,31,K16839989,N,1229.76,Basic Water and Sewer,Exception,119,1229.76,0.0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),117-37 192ND STREET,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8190703,2019-09,2019-08-22T00:00:00.000,2019-09-22T00:00:00.000,31,E21226916,N,39.34,Basic Water and Sewer,Yes,3,39.34,0.0
FHA REPOSSESSED HOUSES (GROUP I),FHA,FHA REPOSSESSED HOUSES (GROUP I),114-69 145TH STREET,AMR,,209,324,Q020900,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8191752,2019-09,2019-08-22T00:00:00.000,2019-09-22T00:00:00.000,31,V48011424,N,39.34,Basic Water and Sewer,Yes,3,39.34,0.0
