violationid,buildingid,registrationid,boroid,boro,housenumber,lowhousenumber,highhousenumber,streetname,streetcode,zip,story,block,lot,class,inspectiondate,approveddate,originalcertifybydate,originalcorrectbydate,ordernumber,novid,novdescription,novissueddate,currentstatusid,currentstatus,currentstatusdate,novtype,violationstatus,latitude,longitude,communityboard,councildistrict,censustract,bin,bbl,nta,apartment,certifieddate,newcertifybydate,newcorrectbydate
10000198,42824,132406,1,MANHATTAN,532,532,532,WEST 159 STREET,36950,10032,Roof,2117,20,A,2013-10-08T00:00:00.000,2013-10-12T00:00:00.000,2014-02-01T00:00:00.000,2014-01-18T00:00:00.000,529,4707760,SECTION 27-2005 ADM CODE  REFIT ROOF DOOR,2013-10-15T00:00:00.000,19,VIOLATION CLOSED,2015-09-24T00:00:00.000,Original,Close,40.834543,-73.942162,12,7,245,1062755,1021170020,Washington Heights South,,,,
10000199,92715,203645,2,BRONX,2326,2326,2326,LORING PLACE NORTH,47020,10468,3,3225,106,B,2013-10-06T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,508,4706492,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT            WEST WALL IN THE PRIVATE HALLWAY  LOCATED AT APT 3E, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2015-12-17T00:00:00.000,Original,Close,40.862196,-73.908017,7,14,255,2014946,2032250106,Kingsbridge Heights,3E,,,
10000200,42824,132406,1,MANHATTAN,532,532,532,WEST 159 STREET,36950,10032,Roof,2117,20,B,2013-10-08T00:00:00.000,2013-10-12T00:00:00.000,2013-12-03T00:00:00.000,2013-11-19T00:00:00.000,530,4707761,"SECTION 27-2005, 2007 ADM CODE  ARRANGE AND MAKE SELF-CLOSING THE DOORS AT ROOF",2013-10-15T00:00:00.000,19,VIOLATION CLOSED,2015-09-24T00:00:00.000,Original,Close,40.834543,-73.942162,12,7,245,1062755,1021170020,Washington Heights South,,2013-11-25T00:00:00.000,,
10000179,74898,205177,2,BRONX,231,231,231,ECHO PLACE,29920,10457,6,2810,45,C,2013-10-08T00:00:00.000,2013-10-12T00:00:00.000,2013-11-17T00:00:00.000,2013-11-12T00:00:00.000,790,4707800,"SECTION 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 0; WG TO REPLACE = 0; WG TO REPAIR = 2;    NO STOPS AND SCREWS        IN THE ENTIRE APARTMENT  LOCATED AT APT 1E, 6th STORY, 2nd APARTMENT FROM EAST AT SOUTH , SECTION  AT  WEST",2013-10-15T00:00:00.000,22,FIRST NO ACCESS TO RE- INSPECT VIOLATION,2017-09-01T00:00:00.000,Original,Open,40.849718,-73.90455,5,15,23502,2007730,2028100045,Mount Hope,1E,,,
10000203,376529,360357,3,BROOKLYN,1679,1679,1679,STERLING PLACE,81430,11233,1,1375,55,B,2013-10-08T00:00:00.000,2013-10-09T00:00:00.000,2013-11-28T00:00:00.000,2013-11-14T00:00:00.000,502,4705968,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD TREAD 4TH FROM BOTTOM  AT PUBLIC HALL STAIRS, 1st STORY",2013-10-10T00:00:00.000,19,VIOLATION CLOSED,2014-09-10T00:00:00.000,Original,Close,40.671058,-73.923129,8,41,359,3036650,3013750055,Crown Heights North,,,,
10000205,112867,208273,2,BRONX,1487,1487,1487,TELLER AVENUE,67820,10457,3,2784,50,B,2013-10-08T00:00:00.000,2013-10-09T00:00:00.000,2013-11-28T00:00:00.000,2013-11-14T00:00:00.000,530,4705740,"SECTION 27-2005, 2007 ADM CODE  ARRANGE AND MAKE SELF-CLOSING THE DOORS ....  IN THE ENTRANCE  LOCATED AT APT 2D, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST",2013-10-10T00:00:00.000,19,VIOLATION CLOSED,2014-09-18T00:00:00.000,Original,Close,40.839443,-73.908945,4,16,225,2007260,2027840050,East Concourse-Concourse Village,2D,2013-12-02T00:00:00.000,,
10000207,112867,208273,2,BRONX,1487,1487,1487,TELLER AVENUE,67820,10457,3,2784,50,B,2013-10-08T00:00:00.000,2013-10-09T00:00:00.000,2013-11-28T00:00:00.000,2013-11-14T00:00:00.000,526,4705740,"SECTION 27-2005, 2007 ADM CODE  REMOVE THE ILLEGAL FASTENING SLIDE BOLT CAPABLE OF BEING PADLOCK AT DOOR   IN THE ENTRANCE  LOCATED AT APT 2D, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST",2013-10-10T00:00:00.000,19,VIOLATION CLOSED,2014-09-18T00:00:00.000,Original,Close,40.839443,-73.908945,4,16,225,2007260,2027840050,East Concourse-Concourse Village,2D,2013-12-02T00:00:00.000,,
10000212,53115,221186,2,BRONX,3555,3555,3555,BRUCKNER BOULEVARD,15920,10461,All Stories,4178,10,B,2013-10-08T00:00:00.000,2013-10-09T00:00:00.000,2013-11-28T00:00:00.000,2013-11-14T00:00:00.000,509,4705581,"SECTION 27-2005 ADM CODE  PROPERLY SECURE THE LOOSE HAND RAILS AT [ A ] SECTION FLOORS 11, 9,",2013-10-10T00:00:00.000,19,VIOLATION CLOSED,2015-01-21T00:00:00.000,Original,Close,40.847809,-73.827481,10,13,26602,2046332,2041780010,Pelham Bay-Country Club-City Island,,2014-08-20T00:00:00.000,,
10000214,53115,221186,2,BRONX,3555,3555,3555,BRUCKNER BOULEVARD,15920,10461,All Stories,4178,10,B,2013-10-08T00:00:00.000,2013-10-09T00:00:00.000,2013-11-28T00:00:00.000,2013-11-14T00:00:00.000,501,4705581,SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE CEILING LIGHT FIXTURE AT 11TH STORY. [ A ] SECTION,2013-10-10T00:00:00.000,19,VIOLATION CLOSED,2015-01-21T00:00:00.000,Original,Close,40.847809,-73.827481,10,13,26602,2046332,2041780010,Pelham Bay-Country Club-City Island,,2014-08-20T00:00:00.000,,
10000219,360569,0,3,BROOKLYN,91,91,91,MALCOLM X BOULEVARD,73190,11221,2,1622,9,B,2013-10-06T00:00:00.000,2013-10-09T00:00:00.000,2013-12-11T00:00:00.000,2013-11-27T00:00:00.000,550,4705950,"SECTION  27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... COVERING APPROXIMATELY 10 SQUARE FEET AT THE NORTH AND WEST WALLS ABOVE THE SINK  IN THE KITCHEN  LOCATED AT APT 2, 2nd STORY, APARTMENT AT  NORTH",2013-10-10T00:00:00.000,19,VIOLATION CLOSED,2016-07-14T00:00:00.000,Original,Close,40.69058,-73.930571,3,36,387,3044133,3016220009,Stuyvesant Heights,2,,,
10000220,42926,115519,1,MANHATTAN,667,667,667,WEST 161 STREET,36990,10032,,2136,160,C,2013-10-08T00:00:00.000,2013-10-12T00:00:00.000,2013-10-28T00:00:00.000,2013-10-23T00:00:00.000,501,4707767,SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE LOCKING ASSEMBLY AT VESTIBULE DOOR TO BUILDING,2013-10-15T00:00:00.000,21,NOT COMPLIED WITH,2017-01-05T00:00:00.000,Original,Open,40.837586,-73.945488,12,7,247,1063334,1021360160,Washington Heights South,,2013-11-07T00:00:00.000,,
10000221,360569,0,3,BROOKLYN,91,91,91,MALCOLM X BOULEVARD,73190,11221,2,1622,9,B,2013-10-06T00:00:00.000,2013-10-09T00:00:00.000,2013-12-11T00:00:00.000,2013-11-27T00:00:00.000,550,4705950,"SECTION  27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... COVERING APPROXIMATELY 4 SQUARE FEET IN THE BASE CABINET AT THE WASHBASIN  IN THE BATHROOM  LOCATED AT APT 2, 2nd STORY, APARTMENT AT  NORTH",2013-10-10T00:00:00.000,19,VIOLATION CLOSED,2016-07-14T00:00:00.000,Original,Close,40.69058,-73.930571,3,36,387,3044133,3016220009,Stuyvesant Heights,2,,,
10588196,412783,415704,4,QUEENS,14-34,14-34,14-34,27 AVENUE,7440,11102,,540,112,I,2015-02-25T00:00:00.000,2015-02-25T00:00:00.000,,,780,0,"SECTION27-2107 ADM CODE   OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE ï¿½ï¿½27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,9,VIOLATION DISMISSED,2019-02-20T00:00:00.000,,Close,40.773295,-73.928752,1,22,83,4006115,4005400112,Old Astoria,,,,
10000223,360569,0,3,BROOKLYN,91,91,91,MALCOLM X BOULEVARD,73190,11221,2,1622,9,B,2013-10-06T00:00:00.000,2013-10-09T00:00:00.000,2013-12-11T00:00:00.000,2013-11-27T00:00:00.000,869,4705950,"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF MICE IN THE ENTIRE APARTMENT  LOCATED AT APT 2, 2nd STORY, APARTMENT AT  NORTH",2013-10-10T00:00:00.000,19,VIOLATION CLOSED,2016-07-14T00:00:00.000,Original,Close,40.69058,-73.930571,3,36,387,3044133,3016220009,Stuyvesant Heights,2,,,
10000227,324148,373857,3,BROOKLYN,350,346,362,LENOX ROAD,55330,11226,2,4853,43,B,2013-10-08T00:00:00.000,2013-10-09T00:00:00.000,2013-11-28T00:00:00.000,2013-11-14T00:00:00.000,568,4705902,"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF ROACHES IN THE ENTIRE APARTMENT  LOCATED AT APT 2C, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",2013-10-10T00:00:00.000,19,VIOLATION CLOSED,2015-08-02T00:00:00.000,Original,Close,40.654265,-73.948031,17,40,818,3108059,3048530043,Erasmus,2C,,,
10000239,327352,325285,3,BROOKLYN,46,46,46,LINDEN BOULEVARD,56230,11226,1,5086,30,A,2013-10-08T00:00:00.000,2013-10-09T00:00:00.000,2014-01-27T00:00:00.000,2014-01-13T00:00:00.000,556,4705911,"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT  ALL PEELING PAINT SURFACES IN  THE 2nd ROOM  FROM NORTH AT WEST,  THE 1st ROOM  FROM NORTH,  THE FOYER ,  THE KITCHEN ,  THE BATHROOM   LOCATED AT APT 4, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",2013-10-10T00:00:00.000,19,VIOLATION CLOSED,2014-08-26T00:00:00.000,Original,Close,40.65223,-73.957478,14,40,79602,3116709,3050860030,Prospect Lefferts Gardens-Wingate,4,,,
10000241,360569,0,3,BROOKLYN,91,91,91,MALCOLM X BOULEVARD,73190,11221,1,1622,9,C,2013-10-06T00:00:00.000,2013-10-10T00:00:00.000,2013-11-05T00:00:00.000,2013-10-31T00:00:00.000,805,4706776,"SECTION 27-2005 ADMIN. CODE: REPLACE WITH NEW THE BROKEN OR DEFECTIVE WOODEN 10TH TREAD UP  AT PUBLIC HALL STAIRS, 1st STORY",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2016-07-14T00:00:00.000,Original,Close,40.69058,-73.930571,3,36,387,3044133,3016220009,Stuyvesant Heights,,,,
10000242,327173,311832,3,BROOKLYN,221,211,225,LINDEN BOULEVARD,56230,11226,1,5085,75,B,2013-10-06T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,569,4706732,"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF MICE IN THE ENTIRE APARTMENT  LOCATED AT APT A6, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST , SECTION ''A'',  AT  SOUTH",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2015-08-04T00:00:00.000,Original,Close,40.652595,-73.950832,17,40,820,3344031,3050850075,Prospect Lefferts Gardens-Wingate,A6,,,
10000224,324148,373857,3,BROOKLYN,350,346,362,LENOX ROAD,55330,11226,2,4853,43,B,2013-10-08T00:00:00.000,2013-10-09T00:00:00.000,2013-11-28T00:00:00.000,2013-11-14T00:00:00.000,569,4705902,"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF MICE IN THE ENTIRE APARTMENT  LOCATED AT APT 2C, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",2013-10-10T00:00:00.000,22,FIRST NO ACCESS TO RE- INSPECT VIOLATION,2018-09-28T00:00:00.000,Original,Open,40.654265,-73.948031,17,40,818,3108059,3048530043,Erasmus,2C,,,
10000243,324148,373857,3,BROOKLYN,350,346,362,LENOX ROAD,55330,11226,2,4853,43,B,2013-10-08T00:00:00.000,2013-10-09T00:00:00.000,2013-11-28T00:00:00.000,2013-11-14T00:00:00.000,506,4705902,"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE MISSING CLOSET  DOOR  KNOB  IN THE 1st ROOM  FROM NORTH AT WEST LOCATED AT APT 2C, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",2013-10-10T00:00:00.000,19,VIOLATION CLOSED,2015-08-02T00:00:00.000,Original,Close,40.654265,-73.948031,17,40,818,3108059,3048530043,Erasmus,2C,,,
11738003,64077,211413,2,BRONX,731,731,731,EAST 156 STREET,26340,10455,1,2646,38,A,2017-04-14T00:00:00.000,2017-04-17T00:00:00.000,2017-08-05T00:00:00.000,2017-07-22T00:00:00.000,500,5729910,"SECTION 26-1103 ADMIN. CODE: POST AND MAINTAIN A PROPER NOTICE ON WALL OF THE ENTRANCE STORY IN ENGLISH AND SPANISH ON THE AVAILABILITY OF THE AGENCYï¿½ï¿½ï¿½S HOUSING INFORMATION GUIDE. A SAMPLE NOTICE CAN BE FOUND AT WWW.NYC.GOV/HPD. AT PUBLIC HALL, 1st STORY",2017-04-18T00:00:00.000,19,VIOLATION CLOSED,2018-12-11T00:00:00.000,Original,Close,40.818268,-73.906662,1,17,77,2004588,2026460038,Melrose South-Mott Haven North,,,,
10000249,360569,0,3,BROOKLYN,91,91,91,MALCOLM X BOULEVARD,73190,11221,2,1622,9,C,2013-10-06T00:00:00.000,2013-10-10T00:00:00.000,2013-11-05T00:00:00.000,2013-10-31T00:00:00.000,805,4706776,"SECTION 27-2005 ADMIN. CODE: REPLACE WITH NEW THE BROKEN OR DEFECTIVE LIGHT FIXTURE AT THE CEILING  AT PUBLIC HALL, 2nd STORY",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2016-07-14T00:00:00.000,Original,Close,40.69058,-73.930571,3,36,387,3044133,3016220009,Stuyvesant Heights,,,,
10000250,324148,373857,3,BROOKLYN,350,346,362,LENOX ROAD,55330,11226,2,4853,43,B,2013-10-08T00:00:00.000,2013-10-09T00:00:00.000,2013-11-28T00:00:00.000,2013-11-14T00:00:00.000,579,4705902,"SECTION 27-2026 ADM CODE  REPAIR THE LEAKY AND/OR DEFECTIVE FAUCETS AT KINK  IN THE KITCHEN  LOCATED AT APT 2C, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",2013-10-10T00:00:00.000,19,VIOLATION CLOSED,2015-08-02T00:00:00.000,Original,Close,40.654265,-73.948031,17,40,818,3108059,3048530043,Erasmus,2C,,,
10000251,360569,0,3,BROOKLYN,91,91,91,MALCOLM X BOULEVARD,73190,11221,1,1622,9,B,2013-10-06T00:00:00.000,2013-10-10T00:00:00.000,2013-12-11T00:00:00.000,2013-11-27T00:00:00.000,802,4706775,"SECTION 27-2005 ADMIN. CODE:  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOODEN FLOOR AT THE RADIATOR  AT PUBLIC HALL, 1st STORY",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2016-07-14T00:00:00.000,Original,Close,40.69058,-73.930571,3,36,387,3044133,3016220009,Stuyvesant Heights,,,,
10000252,360569,0,3,BROOKLYN,91,91,91,MALCOLM X BOULEVARD,73190,11221,1,1622,9,B,2013-10-06T00:00:00.000,2013-10-10T00:00:00.000,2013-12-11T00:00:00.000,2013-11-27T00:00:00.000,802,4706775,"SECTION 27-2005 ADMIN. CODE:  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOODEN FLOOR AT THE VESTIBULE  AT PUBLIC HALL, 1st STORY",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2016-07-14T00:00:00.000,Original,Close,40.69058,-73.930571,3,36,387,3044133,3016220009,Stuyvesant Heights,,,,
10000255,360569,0,3,BROOKLYN,91,91,91,MALCOLM X BOULEVARD,73190,11221,2,1622,9,B,2013-10-06T00:00:00.000,2013-10-10T00:00:00.000,2013-12-11T00:00:00.000,2013-11-27T00:00:00.000,1503,4706775,"SECTION 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). THAT IS MISSING  LOCATED AT APT 2, 2nd STORY, APARTMENT AT  NORTH",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2016-07-14T00:00:00.000,Original,Close,40.69058,-73.930571,3,36,387,3044133,3016220009,Stuyvesant Heights,2,,,
10000256,25340,136635,1,MANHATTAN,541,541,541,MANHATTAN AVENUE,25690,10027,Cellar,1949,48,C,2013-10-08T00:00:00.000,2013-10-09T00:00:00.000,2013-10-23T00:00:00.000,2013-10-18T00:00:00.000,552,4705516,"SECTION 27-2010, 2011, 2012 ADM CODE  REMOVE THE ACCUMULATION OF REFUSE AND/OR RUBBISH AND MAINTAIN IN A CLEAN CONDITION THE THE BOILER ROOM FLOOR  AT BOILER ROOM",2013-10-10T00:00:00.000,19,VIOLATION CLOSED,2016-10-27T00:00:00.000,Original,Close,40.809168,-73.953816,10,9,257,1059242,1019490048,Central Harlem South,,,,
10000269,360569,0,3,BROOKLYN,91,91,91,MALCOLM X BOULEVARD,73190,11221,Cellar,1622,9,C,2013-10-06T00:00:00.000,2013-10-10T00:00:00.000,2013-11-05T00:00:00.000,2013-10-31T00:00:00.000,805,4706776,SECTION 27-2005 ADMIN. CODE: REPLACE WITH NEW THE BROKEN OR DEFECTIVE WATER HEATER  AT CELLAR,2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2016-07-14T00:00:00.000,Original,Close,40.69058,-73.930571,3,36,387,3044133,3016220009,Stuyvesant Heights,,,,
10000292,360569,0,3,BROOKLYN,91,91,91,MALCOLM X BOULEVARD,73190,11221,Cellar,1622,9,C,2013-10-06T00:00:00.000,2013-10-10T00:00:00.000,2013-11-05T00:00:00.000,2013-10-31T00:00:00.000,550,4706776,SECTION  27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... ON WALLS AND CEILING  AT CELLAR,2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2016-07-14T00:00:00.000,Original,Close,40.69058,-73.930571,3,36,387,3044133,3016220009,Stuyvesant Heights,,,,
1141236,205789,300382,3,BROOKLYN,1783,1783,1783,BEDFORD AVENUE,18630,11225,,1319,5,B,1996-06-25T00:00:00.000,1996-06-25T00:00:00.000,2005-09-13T00:00:00.000,2005-08-30T00:00:00.000,506,2456504,SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE MISSING  ELECTRICAL CEILING FIXTURES AT KITCHEN 3 STY SOUTH APT 6.  LOCATED AT APT 6,2005-07-21T00:00:00.000,22,FIRST NO ACCESS TO RE- INSPECT VIOLATION,2018-09-14T00:00:00.000,Reissued,Open,40.662426,-73.957079,9,40,327,3034938,3013190005,Prospect Lefferts Gardens-Wingate,6,,,
1141237,205789,300382,3,BROOKLYN,1783,1783,1783,BEDFORD AVENUE,18630,11225,,1319,5,B,1996-06-25T00:00:00.000,1996-06-25T00:00:00.000,2005-09-13T00:00:00.000,2005-08-30T00:00:00.000,508,2456504,SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR  CEILING OF 2 ROOM FROM EAST AT 3 STY SOUTH APT 6.  LOCATED AT APT 6,2005-07-21T00:00:00.000,22,FIRST NO ACCESS TO RE- INSPECT VIOLATION,2018-09-14T00:00:00.000,Reissued,Open,40.662426,-73.957079,9,40,327,3034938,3013190005,Prospect Lefferts Gardens-Wingate,6,,,
1141238,205789,300382,3,BROOKLYN,1783,1783,1783,BEDFORD AVENUE,18630,11225,,1319,5,C,1996-06-25T00:00:00.000,1996-06-25T00:00:00.000,2005-08-06T00:00:00.000,2005-08-01T00:00:00.000,508,2456505,SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR  EAST & WEST WALLS 2 ROOM FROM EAST AT 3 STY SOUTH APT 6 ER1.  LOCATED AT APT 6,2005-07-21T00:00:00.000,22,FIRST NO ACCESS TO RE- INSPECT VIOLATION,2018-09-14T00:00:00.000,Reissued,Open,40.662426,-73.957079,9,40,327,3034938,3013190005,Prospect Lefferts Gardens-Wingate,6,,,
10000330,27009,131883,1,MANHATTAN,74,74,78,POST AVENUE,29190,10034,Basement,2221,30,B,2013-10-07T00:00:00.000,2013-10-18T00:00:00.000,2013-12-09T00:00:00.000,2013-11-25T00:00:00.000,508,4710896,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING AND WALLS  IN THE FOYER  LOCATED AT BSMT-APT FF, 2nd BSMT-APT FROM SOUTH AT WEST , SECTION ''BLDG # 78''",2013-10-21T00:00:00.000,19,VIOLATION CLOSED,2018-07-15T00:00:00.000,Original,Close,40.863776,-73.922187,12,10,291,1064771,1022210030,Marble Hill-Inwood,FF,2013-12-16T00:00:00.000,,
1141239,205789,300382,3,BROOKLYN,1783,1783,1783,BEDFORD AVENUE,18630,11225,,1319,5,B,1996-06-25T00:00:00.000,1996-06-25T00:00:00.000,2005-09-13T00:00:00.000,2005-08-30T00:00:00.000,508,2456504,SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR  CEILINGS & WALLS AT BATHROOM 3 STY SOUTH APT 6.  LOCATED AT APT 6,2005-07-21T00:00:00.000,22,FIRST NO ACCESS TO RE- INSPECT VIOLATION,2018-09-14T00:00:00.000,Reissued,Open,40.662426,-73.957079,9,40,327,3034938,3013190005,Prospect Lefferts Gardens-Wingate,6,,,
10000353,27009,131883,1,MANHATTAN,74,74,78,POST AVENUE,29190,10034,1,2221,30,B,2013-10-07T00:00:00.000,2013-10-18T00:00:00.000,2013-12-09T00:00:00.000,2013-11-25T00:00:00.000,508,4710898,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE EAST WALL  IN THE KITCHEN  LOCATED AT APT K, 1st STORY, 2nd APARTMENT FROM EAST AT SOUTH",2013-10-21T00:00:00.000,19,VIOLATION CLOSED,2016-02-13T00:00:00.000,Original,Close,40.863776,-73.922187,12,10,291,1064771,1022210030,Marble Hill-Inwood,K,,,
10000354,397373,301780,3,BROOKLYN,1124,1124,1134,WINTHROP STREET,93830,11212,4,4632,1,A,2013-10-07T00:00:00.000,2013-10-09T00:00:00.000,2014-01-27T00:00:00.000,2014-01-13T00:00:00.000,556,4705982,"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT  ALL PEELING PAINT SURFACES IN  THE PRIVATE HALLWAY ,  THE KITCHEN ,  THE BATHROOM   LOCATED AT APT 11D, 4th STORY, 2nd APARTMENT FROM EAST AT SOUTH",2013-10-10T00:00:00.000,19,VIOLATION CLOSED,2014-08-04T00:00:00.000,Original,Close,40.662304,-73.922602,17,41,892,3100705,3046320001,Brownsville,11D,,,
10000386,107125,221401,2,BRONX,3535,3529,3541,ROCHAMBEAU AVENUE,61720,10467,2,3328,171,A,2013-10-08T00:00:00.000,2013-10-09T00:00:00.000,2014-01-27T00:00:00.000,2014-01-13T00:00:00.000,556,4705724,"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT  ALL PEELING PAINT SURFACES IN  THE 1st ROOM  FROM NORTH AT EAST,  THE FOYER   LOCATED AT APT 2N, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",2013-10-10T00:00:00.000,19,VIOLATION CLOSED,2014-09-16T00:00:00.000,Original,Close,40.882408,-73.879058,7,11,431,2017831,2033280171,Norwood,2N,,,
10000387,930561,226292,2,BRONX,3484,3484,3484,CORSA AVENUE,21250,10469,1,4722,12,A,2013-10-08T00:00:00.000,2013-10-09T00:00:00.000,2016-10-02T00:00:00.000,2016-09-18T00:00:00.000,556,5452401,"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT  ALL PEELING PAINT SURFACES IN  THE BATHROOM ,  THE 1st ROOM  FROM NORTH,  THE 3rd ROOM  FROM NORTH,  THE FOYER   LOCATED AT APT GB, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",2016-06-15T00:00:00.000,9,VIOLATION DISMISSED,2016-09-23T00:00:00.000,Reissued,Close,40.877933,-73.847928,12,12,386,2117007,2047220012,Eastchester-Edenwald-Baychester,GB,2016-07-13T00:00:00.000,,
10000388,124101,210356,2,BRONX,4400,4400,4400,WICKHAM AVENUE,77450,10466,4,5090,10,A,2013-10-08T00:00:00.000,2013-10-09T00:00:00.000,2014-01-27T00:00:00.000,2014-01-13T00:00:00.000,556,4705785,"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT  ALL PEELING PAINT SURFACES IN  THE 1st ROOM  FROM NORTH,  THE BATHROOM   LOCATED AT APT 4C, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST",2013-10-10T00:00:00.000,19,VIOLATION CLOSED,2016-06-24T00:00:00.000,Original,Close,40.898355,-73.850515,12,12,436,2071196,2050900010,Woodlawn-Wakefield,4C,,,
10000394,52006,210581,2,BRONX,2320,2320,2320,BRONX PARK EAST,15220,10467,2,4340,25,B,2013-10-09T00:00:00.000,2013-10-09T00:00:00.000,2013-11-28T00:00:00.000,2013-11-14T00:00:00.000,502,4705575,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE CERAMIC FLOOR TILE  IN THE BATHROOM  LOCATED AT APT 2F, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST , SECTION  AT  SOUTH",2013-10-10T00:00:00.000,19,VIOLATION CLOSED,2016-08-14T00:00:00.000,Original,Close,40.860036,-73.870734,11,15,33201,2049747,2043400025,Bronxdale,2F,2013-12-17T00:00:00.000,2013-12-19T00:00:00.000,2013-12-14T00:00:00.000
