,requestid,applicationid,requesttype,house,street,borough,bin,block,lot,ownername,expirationdate,make,model,burnermake,burnermodel,primaryfuel,secondaryfuel,quantity,issuedate,status,premisename
76,133627,CA001385,CERTIFICATE TO OPERATE,211,63 STREET,BROOKLYN,143892.0,5798.0,1.0,REPUBLIC CLEAR-THRU,1988-06-04T00:00:00.000,FEDERAL FST-150,FEDERAL FST-150,INDUSTRIAL COMB DEG-63 (P),INDUSTRIAL COMB DEG-63 (P),NO6FUEL,NONE,1,1900-01-01T00:00:00.000,CANCELLED      ,
77,122058,CA001386,CERTIFICATE TO OPERATE,56,PERRY STREET,MANHATTAN,78182.0,621.0,58.0,3 VILLAGE REALTY COMPANY,1999-07-02T00:00:00.000,KEWANEE 411,KEWANEE 411,I.C.I. AM4 1/2 DH,I.C.I. AM4 1/2 DH,NO4FUEL,NONE,1,1986-11-24T00:00:00.000,CANCELLED      ,
78,176333,CA001388,REGISTRATION INSPECTION,67,WEST  192 STREET,BRONX,14691.0,3215.0,64.0,192ND ST. APT. LLC.,2004-05-24T00:00:00.000,FEDERAL FST 50,FEDERAL FST 50,I.C. MMG 22,I.C. MMG 22,NO4FUEL,NONE,1,1987-12-30T00:01:00.000,EXPIRED        ,
79,112731,CA001391,CERTIFICATE TO OPERATE,250,EAST  178 STREET,BRONX,7728.0,2810.0,26.0,250 EAST 178TH STREET HDFC,2015-04-03T00:00:00.000,FEDERAL FST 125,FEDERAL FST 125,ICI MMG-54P,ICI MMG-54P,NO2FUEL,NONE,1,1991-01-03T00:00:00.000,EXPIRED        ,
80,60050,CA001394,REGISTRATION,972,EASTERN PARKWAY,BROOKLYN,37510.0,1395.0,13.0,"LINDENBAUM, IZZY",1997-01-10T00:00:00.000,FEDERAL FST 50,FEDERAL FST 50,CARLIN 801 CRD,CARLIN 801 CRD,NO2FUEL,NONE,1,1994-01-03T00:00:00.000,EXPIRED        ,
81,61092,CA001395,REGISTRATION,571,9 STREET,BROOKLYN,25955.0,1091.0,42.0,ERNEST DANIELS,2013-04-26T00:00:00.000,H.B. SMITH  34-9,H.B. SMITH  34-9,ECONOMITE          F 800 N33,ECONOMITE          F 800 N33,NATURALGAS,NONE,1,1995-01-04T00:00:00.000,EXPIRED        ,
82,281484,CA001396,REGISTRATION,346,EAST   89 STREET,MANHATTAN,1050086.0,1551.0,35.0,89 STREET REALTY LLC,2023-01-17T00:00:00.000,HB SMITH,G300-S-10,INTEGRAL,INTEGRAL,NATURALGAS,NONE,1,2019-09-26T16:52:12.000,CURRENT        ,346 EAST 89TH ST. LLC
83,284367,CA001399,REGISTRATION,1840,HYLAN BOULEVARD,STATENISLAND,5052954.0,3652.0,1.0,BOULEVARD CLEANERS,2023-01-12T00:00:00.000,FULTON,FB-010A,FULTON ,INTEGRAL,NATURALGAS,NONE,1,2019-11-04T15:48:22.000,CURRENT        ,BOULEVARD CLEANERS
84,123322,CA001430,CERTIFICATE TO OPERATE,2755,,BRONX,,38.0,3249.0,JAY HOLDING CORP.,1988-12-10T00:00:00.000,ROCKMILLS MP 4-133,ROCKMILLS MP 4-133,ICI DEG 54P,ICI DEG 54P,NO6FUEL,NONE,1,1900-01-01T00:00:00.000,CANCELLED      ,JAY HOLDING CORP.
85,109977,CA001478,CERTIFICATE TO OPERATE,166-31,9 AVENUE,QUEENS,104376.0,4603.0,48.0,LE HAVRE OWNERS CORP.,2004-08-25T00:00:00.000,FEDERAL FLW 850,FEDERAL FLW 850,IRON FIREMAN A06-4.5RK,IRON FIREMAN A06-4.5RK,NO4FUEL,NONE,1,1900-01-01T00:00:00.000,CANCELLED      ,
86,225212,CA001482,REGISTRATION,31-64,34 STREET,QUEENS,4008922.0,623.0,66.0,"DOMINGUEZ, RAMON",2021-02-14T00:00:00.000,WEIL MCLAIN # 586,WEIL MCLAIN # 586,GORDON PIATT,WR6.3 G0-05,NO2FUEL,NONE,1,2018-01-17T09:01:48.000,CURRENT        ,"DOMINGUEZ, RAMON"
87,129316,CA001483,CERTIFICATE TO OPERATE,130,WEST   30 STREET,MANHATTAN,15150.0,805.0,7501.0,130 INVESTMENT PARTNERSHI,1992-04-27T00:00:00.000,CLEVERBROOKS 200M 4S 3000,CLEVERBROOKS 200M 4S 3000,ACE 35 DPGH,ACE 35 DPGH,NO6FUEL,NONE,1,1900-01-01T00:00:00.000,CANCELLED      ,
88,119590,CA001485,CERTIFICATE TO OPERATE,8224,BAY PARKWAY,BROOKLYN,164766.0,6318.0,44.0,822 BAYPARKWAY LLC.,1995-05-30T00:00:00.000,FEDERAL  FST-100,FEDERAL  FST-100,IND. COMB.  DEG-42-P,IND. COMB.  DEG-42-P,NO4FUEL,NONE,1,1987-08-05T00:00:00.000,CANCELLED      ,
89,114997,CA001489,CERTIFICATE TO OPERATE,8100,BAY PARKWAY,BROOKLYN,163920.0,6299.0,32.0,8100 BAYPKWAY OWNERS CO,2007-04-13T00:00:00.000,FEDERAL FST 200,FEDERAL FST 200,ICI DEG-84P,ICI DEG-84P,NO6FUEL,NONE,1,1989-01-04T00:00:00.000,CANCELLED      ,
90,55742,CA001490,REGISTRATION,45-06,VERNON BOULEVARD,QUEENS,538611.0,25.0,10.0,"DDK PRO CLEANERS, INC",2011-01-12T00:00:00.000,FULTON FB-030A,FULTON FB-030A,INTEGRAL,INTEGRAL,NO2FUEL,NONE,1,1990-01-02T00:00:00.000,EXPIRED        ,
91,57716,CA001492,REGISTRATION,1091,SOUTHERN BOULEVARD,BRONX,5806.0,2727.0,45.0,OWNER/SUPERINTENDENT,1995-01-08T00:00:00.000,FULTON FB-010A,FULTON FB-010A,INTEGRAL,INTEGRAL,NATURALGAS,NONE,1,1992-01-01T00:00:00.000,EXPIRED        ,
92,60051,CA001494,REGISTRATION,197,WITHERS STREET,BROOKLYN,3068230.0,2740.0,31.0,"ROMANO, DON",2003-01-10T00:00:00.000,"H.B.SMITH CENTURY 2, C-6","H.B.SMITH CENTURY 2, C-6",INTEGRAL,INTEGRAL,NATURALGAS,NONE,1,1994-01-03T00:00:00.000,EXPIRED        ,"ROMANO, DON"
93,215601,CA001497,REGISTRATION,412,EAST 11 STREET,MANHATTAN,1076966.0,438.0,14.0,BOND REALTY,2021-01-15T00:00:00.000,HB SMITH,19-7,CARLIN,702 CRD,NO2FUEL,NONE,1,2017-08-28T10:14:00.000,CURRENT        ,412 EAST 11TH
94,62539,CA001498,REGISTRATION,9401,CHURCH AVENUE,BROOKLYN,102597.0,4691.0,43.0,TRIUMPHANT CHURCH OFJESUS CHRIST,2001-01-22T00:00:00.000,"PEERLESS, LC-5","PEERLESS, LC-5","PEERLESS, INTEGRAL","PEERLESS, INTEGRAL",NATURALGAS,NONE,1,1998-01-06T00:00:00.000,EXPIRED        ,
95,284500,CA001499,REGISTRATION,40-24,74 STREET,QUEENS,30462.0,1305.0,40.0,JC CALDERON ENTERPRISES INC,2023-01-13T00:00:00.000,WEIL MCLAIN,LGB-7,WEIL MCLAIN,LGB-7,NATURALGAS,NONE,1,2019-11-07T17:27:23.000,CURRENT        ,JC CALDERON ENTERPRISES INC
96,130285,CA001573,CERTIFICATE TO OPERATE,68-20,MYRTLE AVENUE,QUEENS,90330.0,3703.0,7.0,ST PANORAS RC CHURCH,1992-01-07T00:00:00.000,,,CARLIN 1050 FFD,CARLIN 1050 FFD,NO2FUEL,NO2FUEL,2,1900-01-01T00:00:00.000,CANCELLED      ,
97,133624,CA001577,CERTIFICATE TO OPERATE,1665,MONROE AVENUE,BRONX,7359.0,2792.0,14.0,AMERICAN REALTY CO.,1990-10-04T00:00:00.000,WEIL MCLAIN 1586,WEIL MCLAIN 1586,MIDCO INTERNATIONAL A-73-6,MIDCO INTERNATIONAL A-73-6,NATURALGAS,NONE,1,1900-01-01T00:00:00.000,CANCELLED      ,
98,133623,CA001578,CERTIFICATE TO OPERATE,166-35,9 AVENUE,QUEENS,104375.0,4603.0,34.0,LE HAVRE OWNERS CORP.,2003-10-24T00:00:00.000,FEDERAL FLW 850,FEDERAL FLW 850,INDUSTRIAL COMBUSTION-ME 34(S),INDUSTRIAL COMBUSTION-ME 34(S),NO4FUEL,NONE,1,1900-01-01T00:00:00.000,CANCELLED      ,
99,217163,CA001581,REGISTRATION,350,EAST 13 STREET,MANHATTAN,1006488.0,454.0,34.0,"350 EAST 13 REALTY, LLC",2020-11-07T00:00:00.000,WEIL MCLAIN ,EGH-125,WEIL MCLAIN ,EGH-125,NATURALGAS,NONE,1,2017-10-03T13:54:19.000,CURRENT        ,"350 EAST 13 REALTY, LLC"
100,117782,CA001583,CERTIFICATE TO OPERATE,12,WEST 44 STREET,MANHATTAN,34213.0,1259.0,47.0,12 WEST 44 STREET L.P.,1995-07-14T00:00:00.000,PACIFIC #5282,PACIFIC #5282,IND COMB/HEV-E-OIL #AM6CM,IND COMB/HEV-E-OIL #AM6CM,NO4FUEL,NONE,1,1900-01-01T00:00:00.000,CANCELLED      ,
101,238253,CA001584,REGISTRATION INSPECTION,533,EAST   81 STREET,MANHATTAN,78722.0,1578.0,17.0, ABC MANAGEMENT,2020-11-01T00:00:00.000,FEDERAL,FST-100,INDUSTRIAL COMBUSTION,DEG-42P,NO4FUEL,NONE,1,2018-12-10T14:17:06.000,CURRENT        ,
102,265284,CA001585,REGISTRATION INSPECTION,125,STERLING STREET,BROOKLYN,343117.0,1314.0,1.0,Y J BEDFORD ASSOC. LLC,2021-06-11T00:00:00.000,FEDERAL,FST-80,IRON FIREMAN,C240-GOSM-F4.2,NO2FUEL,NATURALGAS,1,2019-05-23T15:39:23.000,CURRENT        ,
103,119708,CA001586,WORK PERMIT,599,BROADWAY,MANHATTAN,7956.0,512.0,7502.0,RIKER MGMT. CORP.,1988-06-18T00:00:00.000,H.R.T. (UNKNOWN),H.R.T. (UNKNOWN),IRON FIREMAN A06-9.8,IRON FIREMAN A06-9.8,NO6FUEL,NONE,1,1985-12-23T00:00:00.000,CANCELLED      ,
104,119013,CA001588,CERTIFICATE TO OPERATE,344,EAST 85 STREET,MANHATTAN,49970.0,1547.0,32.0,"KLEIN, FRANNIE",1995-07-01T00:00:00.000,PACIFIC  47 L 2,PACIFIC  47 L 2,CARLIN  1050 FFD,CARLIN  1050 FFD,NO2FUEL,NONE,1,1987-12-30T00:00:00.000,CANCELLED      ,
105,114990,CA001589,CERTIFICATE TO OPERATE,605,WEST 142 STREET,MANHATTAN,62344.0,2089.0,24.0,1340 HUDSON REALTY CORP,1992-05-09T00:00:00.000,FEDERAL FST 90,FEDERAL FST 90,CARLIN 1150CRD,CARLIN 1150CRD,NO2FUEL,NONE,1,1989-01-05T00:00:00.000,CANCELLED      ,
106,56793,CA001591,REGISTRATION,162,EAST  111 STREET,MANHATTAN,52187.0,1638.0,48.0,NYC DEPT OF HPD,1997-04-10T00:00:00.000,PEERLESS JOT-TW-275,PEERLESS JOT-TW-275,WAYNE BLUE ANGEL HS,WAYNE BLUE ANGEL HS,NO2FUEL,NONE,1,1991-01-01T00:00:00.000,EXPIRED        ,
107,58906,CA001593,REGISTRATION,21,CLIFFORD PLACE,BROOKLYN,65269.0,2593.0,36.0,"URBAN, KAZIMIERA",2014-01-08T00:00:00.000,EXBROOK 1B-J3,EXBROOK 1B-J3,BECKETT MODEL SF,BECKETT MODEL SF,NO2FUEL,NONE,1,1993-01-04T00:00:00.000,EXPIRED        ,
108,54826,CA001597,REGISTRATION,122,BRADHURST AVENUE,MANHATTAN,87741.0,2045.0,7503.0,NYC DEPT OF HPD,2000-01-15T00:00:00.000,WEIL MCLAIN 678,WEIL MCLAIN 678,"CARLIN, 301 CRD","CARLIN, 301 CRD",NO2FUEL,NONE,1,1997-01-02T00:00:00.000,EXPIRED        ,
109,128135,CA001672,CERTIFICATE TO OPERATE,3300,BAILEY AVENUE,BRONX,15948.0,3261.0,92.0,BAILEY GARDENS REALTY CORP.,2008-05-03T00:00:00.000,ROCKMILLS #FB-150,ROCKMILLS #FB-150,HEV-E-OIL #DM-63,HEV-E-OIL #DM-63,NO2FUEL,NONE,1,1900-01-01T00:00:00.000,CANCELLED      ,
110,121538,CA001673,CERTIFICATE TO OPERATE,41-30,46 STREET,QUEENS,430582.0,156.0,5.0,SUNNYSIDE OWNERS CORP.,2005-04-16T00:00:00.000,KEWANEE 1787 TYPE C,KEWANEE 1787 TYPE C,IRON FIREMAN A06-6.3,IRON FIREMAN A06-6.3,NO6FUEL,NONE,1,1900-01-01T00:00:00.000,CANCELLED      ,
111,120695,CA001676,CERTIFICATE TO OPERATE,550,BROADWAY,MANHATTAN,7565.0,497.0,11.0,NEWMARK &AMP; CO,1988-07-01T00:00:00.000,BALWIN   UNKOWN,BALWIN   UNKOWN,RAY AR 131-5,RAY AR 131-5,NO4FUEL,NONE,1,1986-09-24T00:00:00.000,CANCELLED      ,
112,115435,CA001678,CERTIFICATE TO OPERATE,166-40,POWELLS COVE BOULEVARD,QUEENS,104374.0,4603.0,32.0,LE HAVRE OWNERS/J.B.LOVET,1990-07-01T00:00:00.000,FEDERAL #FLW 850,FEDERAL #FLW 850,IRON FIREMAN #AO-6-4.5 RK,IRON FIREMAN #AO-6-4.5 RK,NO4FUEL,NONE,1,1988-09-06T00:00:00.000,CANCELLED      ,
113,133620,CA001682,CERTIFICATE TO OPERATE,162,EAST  184 STREET,BRONX,13785.0,3164.0,46.0,RETTNER MGMT ,2009-12-16T00:00:00.000,FEDERAL BOILER MODEL FST - 60,FEDERAL BOILER MODEL FST - 60,INDUSTRIAL COMBUSTION MODEL MMG-34-P,INDUSTRIAL COMBUSTION MODEL MMG-34-P,NO4FUEL,NO4FUEL,1,1900-01-01T00:00:00.000,CANCELLED      ,
114,117466,CA001684,CERTIFICATE TO OPERATE,221,EAST BROADWAY,MANHATTAN,3735.0,286.0,40.0,BAYSIDE FUEL OIL CO,2002-04-13T00:00:00.000,CROTTY CSM 60,CROTTY CSM 60,I.C.I AM 4 3/4,I.C.I AM 4 3/4,NO4FUEL,NONE,1,1987-11-19T00:00:00.000,CANCELLED      ,
115,238375,CA001685,REGISTRATION INSPECTION,650,CROWN STREET,BROOKLYN,38219.0,1418.0,7.0,"650 CROWN EQUITIES, LLC",2021-07-01T00:00:00.000,FEDERAL,FST-80,IRON FIREMAN,C240-GO-SMF-4.2,NO2FUEL,NATURALGAS,1,2018-07-18T14:06:52.000,CURRENT        ,
116,133619,CA001686,CERTIFICATE TO OPERATE,59,WEST 12 STREET,MANHATTAN,66992.0,576.0,7502.0,"GOODSTEIN MGMT., INC./JEANNIE",2013-04-02T00:00:00.000,ROCKMILLS (NEW) MP-175,ROCKMILLS (NEW) MP-175,ICI DEG 84 P,ICI DEG 84 P,NO6FUEL,NO6FUEL,1,1900-01-01T00:00:00.000,CANCELLED      ,
117,215882,CA001688,REGISTRATION,101,LENOX ROAD,BROOKLYN,3116221.0,5065.0,1.0,101 LENOX LLC,2021-01-01T00:00:00.000,FEDERAL,FST-60,IRON FIREMAN,C240 GO3.5,NATURALGAS,NONE,1,2017-08-28T07:33:19.000,CURRENT        ,
118,55743,CA001690,REGISTRATION,,GANSEVOORT ST.&WEST SIDE H'GWAY.,MANHATTAN,,,,NYC DEPT OF SANITATION,2002-01-12T00:00:00.000,MODINE UNIT HEATER PAH 300,MODINE UNIT HEATER PAH 300,MODINE UNIT HEATER PAH 300,MODINE UNIT HEATER PAH 300,NATURALGAS,NONE,2,1990-01-02T00:00:00.000,EXPIRED        ,MANHATTAN WEST 2 GARAGE
119,248474,CA001695,REGISTRATION,589,CRESCENT STREET,BROOKLYN,3095490.0,4252.0,1.0,SUTTER HOLDINGS LLC,2022-01-10T00:00:00.000,WEIL MCLAIN,EGH-85,WEIL MCLAIN,EGH-85,NATURALGAS,NONE,1,2018-11-13T16:14:25.000,CURRENT        ,SUTTER HOLDINGS LLC
120,219354,CA001697,REGISTRATION,87-32,114 STREET,QUEENS,4194951.0,9303.0,19.0,BERNAL FAMILY TRUST,2021-01-15T00:00:00.000,PEERLESS,ECT6-300,CARLIN,99 FRD,NO2FUEL,NONE,1,2017-10-18T09:47:41.000,CURRENT        ,JORGE BERNAL
121,63261,CA001699,REGISTRATION,37-22,34 STREET,QUEENS,4561.0,375.0,29.0,MINERVA CLEANERS &AMP; TAILORS CORP,2011-01-13T00:00:00.000,"FULTON, FB-020A","FULTON, FB-020A",INTEGRAL,INTEGRAL,NO2FUEL,NONE,1,1999-01-05T00:00:00.000,EXPIRED        ,
122,51577,CA001768,REGISTRATION,4516,BYRON AVENUE,BRONX,71155.0,5086.0,7.0,"SALTA, JAMES",2010-04-15T00:00:00.000,H.B. SMITH               2500-S-8,H.B. SMITH               2500-S-8,CARLIN                   450FRD-1A,CARLIN                   450FRD-1A,NO2FUEL,NONE,1,1968-01-08T00:00:00.000,EXPIRED        ,
123,133618,CA001773,CERTIFICATE TO OPERATE,32-86,33 STREET,QUEENS,8354.0,612.0,69.0,ASTORIA TOWERS CO,1986-10-04T00:00:00.000,HEGGIE SIMPLEX 3632,HEGGIE SIMPLEX 3632,KEWANEE KF 3.0 962-OH,KEWANEE KF 3.0 962-OH,NO6FUEL,NONE,1,1900-01-01T00:00:00.000,CANCELLED      ,
124,127269,CA001776,CERTIFICATE TO OPERATE,93,MERCER STREET,MANHATTAN,7267.0,485.0,22.0,"SIERRA ASSETS GROUP,LTD",1992-01-28T00:00:00.000,FEDERAL FM 12150,FEDERAL FM 12150,HEV-E-OIL AM 6CM,HEV-E-OIL AM 6CM,NO4FUEL,NONE,1,1900-01-01T00:00:00.000,CANCELLED      ,
125,123448,CA001780,CERTIFICATE TO OPERATE,2942,WEST    5 STREET,BROOKLYN,196577.0,7273.0,50.0,TRUMP VILLAGE ,2007-12-18T00:00:00.000,FEDERAL 6071,FEDERAL 6071,IRON FIREMAN AGO-6-22.5RK,IRON FIREMAN AGO-6-22.5RK,NO2FUEL,NATURALGAS,4,1900-01-01T00:00:00.000,CANCELLED      ,
126,176339,CA001782,REGISTRATION INSPECTION,655,EAST  234 STREET,BRONX,68076.0,4995.0,22.0,RIPPLE REALTY CORP.,2006-11-18T00:00:00.000,ROCKMILLS #MP-80,ROCKMILLS #MP-80,HEV-E-OIL MM-34(S),HEV-E-OIL MM-34(S),NO4FUEL,NONE,1,1900-01-01T00:01:00.000,EXPIRED        ,
127,226127,CA001785,CERTIFICATE TO OPERATE,2015,DORCHESTER ROAD,BROOKLYN,3118822.0,5163.0,33.0,"DITMAS PARK 2015LLC /BRONSTEIN PROPERTIES,LLC",2021-02-19T00:00:00.000,FEDERAL ,FST - 125,ICI ,DEG - 54(P),NO2FUEL,NATURALGAS,1,2018-05-02T11:42:46.000,CURRENT        ,SLOPE ASSOCIATES
128,114307,CA001786,CERTIFICATE TO OPERATE,535,WEST 135 STREET,MANHATTAN,59780.0,1988.0,74.0,SEYMOUR MOSLIN ASSOC.,2001-05-08T00:00:00.000,ROCKMILLS  MP 150,ROCKMILLS  MP 150,IRON FIREMAN  AO 6-6.3,IRON FIREMAN  AO 6-6.3,NO6FUEL,NONE,1,1986-01-01T00:00:00.000,CANCELLED      ,
129,213761,CA001787,REGISTRATION INSPECTION,227,LINDEN BOULEVARD,BROOKLYN,116691.0,5085.0,72.0,"227 LINDEN BLVD LLC,",2020-07-23T00:00:00.000,ROCKMILLS -,MP 80,POWERFLAME -,C3-G0-25B,NO2FUEL,NATURALGAS,1,2017-08-23T15:52:26.000,CURRENT        ,
130,17130,CA001788,REGISTRATION,129,WEST 20 STREET,MANHATTAN,14747.0,796.0,7503.0,GAY MEN'S HEALTH CRISIS,2015-01-19T00:00:00.000,H.B. SMITH (REPLACE) # 2500L-9,H.B. SMITH (REPLACE) # 2500L-9,CARLIN (REPLACE) # 601 CRD,CARLIN (REPLACE) # 601 CRD,NO2FUEL,NONE,2,2013-04-30T10:30:05.000,EXPIRED        ,GAY MEN'S HEALTH CRISIS
131,114989,CA001789,CERTIFICATE TO OPERATE,2424,JEROME AVENUE,BRONX,14099.0,3188.0,20.0,NYC DOE - VIOLATION CONTROL UNIT,1995-04-21T00:00:00.000,TITUSVILLE SOH 212 (EXG),TITUSVILLE SOH 212 (EXG),PREFERRED UTILITIES BHE-50-3M4 (NEW),PREFERRED UTILITIES BHE-50-3M4 (NEW),NO6FUEL,NO6FUEL,2,1989-01-05T00:00:00.000,CANCELLED      ,
132,55744,CA001790,REGISTRATION,359,WEST 48 STREET,MANHATTAN,25130.0,1039.0,7.0,BANK OF CHINA,2012-07-01T00:00:00.000,A.O.SMITH HW399-792 (HOT WATER BOILER),A.O.SMITH HW399-792 (HOT WATER BOILER),INTEGRAL,INTEGRAL,NATURALGAS,NONE,2,1990-01-02T00:00:00.000,EXPIRED        ,
133,259559,CA001791,REGISTRATION,50,WEST 119 STREET,MANHATTAN,1053210.0,1717.0,55.0,48-50 W.119 ST. HDFC,2021-04-10T00:00:00.000,ROCKMILLS,MP50,CARLIN,801 CRD,NO2FUEL,NONE,1,2019-02-15T15:07:10.000,CURRENT        ,48-50 WEST 119 STREET HDFC
134,262563,CA001792,REGISTRATION,1235,MORRISON AVENUE,BRONX,2025380.0,3777.0,54.0,TRI BRONX LLC,2022-04-08T00:00:00.000,ROCKMILLS,MP4-61,POWER FLAME,C2-G-20A,NATURALGAS,NONE,1,2019-04-18T14:52:13.000,CURRENT        ,TRI BRONX LLC
135,59885,CA001796,REGISTRATION,36-08,REVIEW AVENUE,QUEENS,3725.0,312.0,34.0,NORMAN RABERSTEIN,2014-01-17T00:00:00.000,"TRANE, DF0A215","TRANE, DF0A215",INTEGRAL,INTEGRAL,NATURALGAS,NONE,6,1996-01-02T00:00:00.000,EXPIRED        ,
136,286869,CA001799,REGISTRATION,95,ELIZABETH STREET,MANHATTAN,1003106.0,238.0,21.0,PING ON REALTY CORP.,2023-01-13T00:00:00.000,BURNHAM,V-912,CARLIN,801 CRD,NO2FUEL,NONE,1,2019-12-09T13:47:31.000,CURRENT        ,PING ON REALTY CORP.
137,133613,CA001873,CERTIFICATE TO OPERATE,75-40,AUSTIN STREET,QUEENS,79585.0,3334.0,58.0,SEE CA144187Z,1985-02-10T00:00:00.000,NATIONAL OB674,NATIONAL OB674,KEWANEE 150 KF5.0-1162,KEWANEE 150 KF5.0-1162,NO6FUEL,NONE,1,1900-01-01T00:00:00.000,CANCELLED      ,
138,124213,CA001878,CERTIFICATE TO OPERATE,40-00,72 AVENUE,QUEENS,,0.0,0.0,KALED MGFMT,1989-12-28T00:00:00.000,PACIFIC 6081,PACIFIC 6081,HEV-E-OIL ME-63-S,HEV-E-OIL ME-63-S,NO6FUEL,NONE,1,1900-01-01T00:00:00.000,CANCELLED      ,
139,121066,CA001879,CERTIFICATE TO OPERATE,183,MADISON AVENUE,MANHATTAN,17089.0,863.0,60.0,WILLIAMS REAL ESTATE CO.,1998-02-28T00:00:00.000,FEDERAL FST-300,FEDERAL FST-300,RAY PAEOR-144 SIZE 300,RAY PAEOR-144 SIZE 300,NO6FUEL,NONE,1,1900-01-01T00:00:00.000,CANCELLED      ,
140,281431,CA001882,REGISTRATION INSPECTION,3033,GODWIN TERRACE,BRONX,83156.0,5703.0,203.0,GODWIN COMPANY LLC- - L. GEISINGER,2021-10-28T00:00:00.000,ROCKMILLS   ,MP-70,INDUSTRIAL COMBUSTION,MMG-34P,NATURALGAS,NO2FUEL,1,2020-01-28T16:58:40.000,CURRENT        ,GODWIN COMPANY LLC
141,133608,CA001883,CERTIFICATE TO OPERATE,75-17,41 AVENUE,QUEENS,36746.0,1486.0,52.0,HYE REALTY CO. #2 - ATT: S.WOLINETZ,2001-05-05T00:00:00.000,FEDERAL FLW 729,FEDERAL FLW 729,IRON FIREMAN AGO 4-4.2RK,IRON FIREMAN AGO 4-4.2RK,NO4FUEL,NATURALGAS,1,1900-01-01T00:00:00.000,CANCELLED      ,
142,116074,CA001884,CERTIFICATE TO OPERATE,3101,BRIGHTON    2 STREET,BROOKLYN,245061.0,8685.0,89.0,2455 CRUBER AVE CORP.,2014-02-28T00:00:00.000,ROCKMILLS MP 4133,ROCKMILLS MP 4133,ICI DEG 54 P,ICI DEG 54 P,NO2FUEL,NONE,1,1900-01-01T00:00:00.000,EXPIRED        ,
143,232244,CA001885,CERTIFICATE TO OPERATE,1259,EAST 13 STREET,BROOKLYN,3180644.0,6733.0,29.0,1259 REALTY LLC,2021-02-26T00:00:00.000,FEDERAL ,FST-125,INDUS COMBU ,DEG-54(P),NATURALGAS,NO2FUEL,1,2018-05-25T11:47:41.000,CURRENT        ,1259 REALTY COMPANY
144,129275,CA001886,CERTIFICATE TO OPERATE,170,EAST 2 STREET,MANHATTAN,4984.0,398.0,53.0,"KRIPANIDHI, BILIGERE R.",2004-03-27T00:00:00.000,FEDERAL FM 729,FEDERAL FM 729,RAY AEOR 144 - 90,RAY AEOR 144 - 90,NO4FUEL,NONE,1,1900-01-01T00:00:00.000,CANCELLED      ,
145,120922,CA001887,CERTIFICATE TO OPERATE,711,WEST 180 STREET,MANHATTAN,64285.0,2176.0,149.0,RENNEE MARK CORP,1995-05-11T00:00:00.000,PACIFIC 3384,PACIFIC 3384,ICI AM 4 DH,ICI AM 4 DH,NO4FUEL,NONE,1,1987-01-20T00:00:00.000,CANCELLED      ,
146,55745,CA001890,REGISTRATION,359,WEST 48 STREET,MANHATTAN,25130.0,1039.0,7.0,BANK OF CHINA,2014-01-12T00:00:00.000,A.O.SMITH BC420-872 ( HOT WATER HEATER ),A.O.SMITH BC420-872 ( HOT WATER HEATER ),INTEGRAL,INTEGRAL,NATURALGAS,NONE,1,1990-01-02T00:00:00.000,EXPIRED        ,
147,288096,CA001899,REGISTRATION,120,WEST 78 STREET,MANHATTAN,1030219.0,1149.0,43.0,"120 W 78 ST. OWNERS CORP C.O WEBER-FARHAT REALTY MGMT., INC.",2023-01-13T00:00:00.000,WEIL MCLAIN,BG-678-S,POWERFLAME,W-JR-30A-10,NATURALGAS,NONE,1,2019-12-04T10:56:45.000,CURRENT        ,120 W. 78 ST OWNERS CORP.
148,113557,CA001966,CERTIFICATE TO OPERATE,72-00,DOUGLASTON PARKWAY,QUEENS,172700.0,8310.0,300.0,IMMACULATE CONCEPTION CTR,1994-07-01T00:00:00.000,FEDERAL FLR 3643,FEDERAL FLR 3643,ENTERPRISE K3P,ENTERPRISE K3P,NO2FUEL,NONE,1,1966-01-01T00:00:00.000,CANCELLED      ,
149,133606,CA001973,CERTIFICATE TO OPERATE,73-25,WOODHAVEN BOULEVARD,QUEENS,530848.0,3886.0,7501.0,C R S U S C C,1984-08-18T00:00:00.000,,,IRON FIREMAN A045,IRON FIREMAN A045,NO4FUEL,NONE,1,1900-01-01T00:00:00.000,CANCELLED      ,
150,123415,CA001978,CERTIFICATE TO OPERATE,1620,AVENUE I,BROOKLYN,179696.0,6709.0,1.0,FAYMOR DEVELOPMENT INC,1985-11-24T00:00:00.000,FITZGIBBONS RZU RM 425,FITZGIBBONS RZU RM 425,IRON FIRE A06-15,IRON FIRE A06-15,NO6FUEL,NONE,1,1900-01-01T00:00:00.000,CANCELLED      ,
151,133604,CA001979,CERTIFICATE TO OPERATE,335,WEST 14 STREET,MANHATTAN,13010.0,738.0,15.0,DUNDALK MANAGEMENT,1989-06-21T00:00:00.000,WEIL-MCLAIN-MODEL H-1494-SF,WEIL-MCLAIN-MODEL H-1494-SF,RAY - MODEL AEOR-SIZE 100,RAY - MODEL AEOR-SIZE 100,NO6FUEL,NONE,1,1900-01-01T00:00:00.000,CANCELLED      ,
152,196058,CA001981,REGISTRATION,17,WEST 82 STREET,MANHATTAN,31175.0,1196.0,21.0,"MCDONNELL, CHRIS",2020-02-13T00:00:00.000,H B SMITH 250 LS 5,H B SMITH 250 LS 5,INIPOWER,G-56,NATURALGAS,NONE,1,2016-11-30T09:49:53.000,EXPIRED        ,
