input_1_output_uniqueid,input_1_input_1_facilityname,input_1_input_1_facility,input_1_input_1_address,input_1_input_1_address_2,input_1_input_1_zipcode,input_1_input_1_borough,phone_number,input_1_input_1_additionalinfo,input_1_input_1_service,input_1_input_1_service_type,input_1_input_1_free_service,input_1_input_1_sliding_scale,input_1_input_1_accepts_walk,input_1_input_1_hepatitis,input_1_output_bbl,input_1_input_1_latitude,input_1_input_1_longitude,output_bbl,output_bin,output_city_council_district,output_community_district
70,Housing Works - Keith D. Cylar Community Health Center,Community Health Center,743-749 East 9th Street,2nd Floor,10009,MANHATTAN,(718) 334-4601,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.housingworks.org/heal/medical-and-dental-care/hep-c/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep B Testing,False,True,False,False,1003790039.0,40.7246181,-73.9759485,1003790039.0,1084631.0,2.0,103.0
71,Elmhurst Hospital,Hospital,79-01 Broadway,"H Bldg, 3rd Flr, Rm 117",11373,QUEENS,(718) 630-3719,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.nyc.gov/html/hhc/ehc"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep B Testing,False,True,False,False,4015000002.0,40.7446666,-73.8861451,4015000002.0,4437132.0,25.0,404.0
72,New York Harbor Healthcare System Veterans Hospital,Hospital,800 Poly Place,4th Floor,11209,BROOKLYN,(855) 681-8700 Ext 3476,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.nyharbor.va.gov/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep B Testing,False,False,False,False,3061530001.0,40.6087416,-74.024293,3061530001.0,3345707.0,43.0,310.0
73,Brightpoint Health - Sterling Health Center,Community Health Center,803 Sterling Place,,11216,BROOKLYN,(718) 991-0605,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.brightpointhealth.org"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep B Testing,False,True,False,False,3012400063.0,40.67262,-73.9518468,3012400063.0,3031516.0,36.0,308.0
74,Montefiore - South Bronx Health Center,Community Health Center,871 Prospect Avenue,,10459,BRONX,(718) 613-7555,,Hepatitis,Hep B Testing,False,True,False,False,2026770090.0,40.8207103,-73.9014478,2026770090.0,2005014.0,17.0,203.0
75,Interfaith Medical Center - Primary Care Center,Hospital,880 Bergen Street,,11238,BROOKLYN,(347) 505-7000,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.interfaithmedical.com/about/service-centers/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep B Testing,False,False,False,False,3011490018.0,40.6770039,-73.958166,3011490018.0,3392865.0,35.0,308.0
76,Damian Family Care Center - Firehouse Health Center,Community Health Center,89-56 162nd Street,1st Floor,11432,QUEENS,(718) 523-2123,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.damianfcc.org/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep B Testing,False,True,False,False,4097600074.0,40.7051397,-73.7982007,4097600074.0,4208872.0,24.0,412.0
77,CHN - Family Health Center,Community Health Center,90-04 161st Street,5th Floor,11432,QUEENS,(718) 388-0390,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.chnnyc.org/our-locations/family-health-center"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep B Testing,False,True,False,False,4097570023.0,40.7051801,-73.7996353,4097570023.0,4208850.0,24.0,412.0
78,CHN - CABS Health Center,Community Health Center,94-98 Manhattan Avenue,98,11206,BROOKLYN,(718) 657-7088,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.chnnyc.org/our-locations/cabs-health-center"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep B Testing,False,True,False,False,3030790006.0,40.7056365,-73.9443956,3030790006.0,3071335.0,34.0,301.0
79,CHN - Queens Health Center,Community Health Center,97-04 Sutphin Boulevard,,11435,QUEENS,(718) 320-4466,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.chnnyc.org/our-locations/queens-health-center"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep B Testing,False,True,False,False,4100300006.0,40.6969409,-73.8057933,4100300006.0,4214585.0,28.0,412.0
80,CHN - Bronx Health Center,Community Health Center,975 Westchester Avenue,,10459,BRONX,(212) 844-6888,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.chnnyc.org/our-locations/bronx-health-center"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep B Testing,False,True,False,False,2027150029.0,40.8230494,-73.8950593,2027150029.0,2005666.0,17.0,202.0
81,Mount Sinai Beth Israel - Asian Services Center,Hospital,10 Union Square East,Suite 2K,10003,MANHATTAN,(212) 523-4000,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.wehealny.org/services/bi_asianprogram/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep B Treatment,False,True,False,False,1008707501.0,40.7348835,-73.9897585,1008707501.0,1083247.0,2.0,105.0
82,Mount Sinai - West,Hospital,1000 10th Avenue,,10019,MANHATTAN,(718) 283-7476,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.roosevelthospitalnyc.org/index.aspx"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep B Treatment,False,False,False,False,1010680001.0,40.7697168,-73.9868805,1010680001.0,1082718.0,3.0,104.0
83,Maimonides Medical Center - Gastroenterology,Hospital,1025 48th Street,,11219,BROOKLYN,(212) 749-1820,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""https://www.maimonidesmed.org/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep B Treatment,False,False,False,False,3056260001.0,40.638744,-73.99653,3056260001.0,3137105.0,39.0,312.0
84,William F. Ryan Community Health Center,Community Health Center,110 West 97th Street,,10025,MANHATTAN,(718) 920-4644,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.ryancenter.org/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep B Treatment,False,True,False,True,1018517501.0,40.7935824,-73.9675886,1018517501.0,1079308.0,7.0,107.0
85,Montefiore - Liver Center,Hospital,111 East 210th Street,,10461,BRONX,(718) 735-1900,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.montefiore.org/gastroenterology-liver-center"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep B Treatment,False,False,False,False,2033270001.0,40.880795,-73.8794958,2033270001.0,2096399.0,11.0,207.0
86,Kingsbrook Jewish Hospital - Pierre Toussaint Family Health Center,Community Health Center,1110 Eastern Parkway,,11213,BROOKLYN,(212) 523-4410,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.kingsbrook.org/Healthcare_Services_Medical_Education/Programs_Services/Ambulatory_Services/Pierre_Toussaint_Family_Healthcare_Center.aspx"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep B Treatment,False,True,False,True,3013960034.0,40.6683689,-73.931654,3013960034.0,3037551.0,35.0,309.0
87,Mount Sinai St. Luke's - Liver Clinic,Hospital,1111 Amsterdam Avenue,,10025,MANHATTAN,(718) 945-7150,,Hepatitis,Hep B Treatment,False,False,False,False,1018670001.0,40.805962,-73.9616828,1018670001.0,1056035.0,7.0,109.0
88,Addabbo Family Health Center,Community Health Center,114-39 Sutphin Boulevard,,11434,QUEENS,(888) 795-4837,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.addabbo.org/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep B Treatment,False,True,False,True,4121850001.0,40.6852564,-73.793104,4121850001.0,4264063.0,28.0,412.0
89,Albert Einstein College of Medicine - Hepatology,Hospital,1180 Morris Park Avenue,2nd Floor,10461,BRONX,(718) 852-8375,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.einstein.yu.edu/departments/medicine/divisions/gastroenterology-liver-diseases/contact/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep B Treatment,False,False,False,False,2041160001.0,40.850591,-73.848916,2041160001.0,2045227.0,13.0,211.0
90,Brooklyn Hospital Center - Gastroenterology,Hospital,121 DeKalb Avenue,,11201,BROOKLYN,(718) 250-6559,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.tbh.org/gastroenterology"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep B Treatment,False,False,False,False,3020880004.0,40.6904629,-73.9780736,3020880004.0,3058410.0,35.0,302.0
91,Brooklyn Hospital Center - PATH Center,Hospital,121 DeKalb Avenue,2nd Floor,11201,BROOKLYN,(718) 788-5588,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.tbh.org/path-center"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep B Treatment,False,False,False,True,3020880004.0,40.6904629,-73.9780736,3020880004.0,3058410.0,35.0,302.0
92,"Asim Malik, MD",Private Practice Physician,1224 8th Avenue,,11215,BROOKLYN,(718) 684-6209,,Hepatitis,Hep B Treatment,False,False,False,False,3010980048.0,40.663543,-73.9813564,3010980048.0,3026395.0,39.0,306.0
93,Albert Einstein College of Medicine - Hepatology,Hospital,1250 Waters Place,9th floor,10461,BRONX,(718) 901-8000,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.einstein.yu.edu/departments/medicine/divisions/gastroenterology-liver-diseases/contact/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep B Treatment,False,False,False,False,2042267501.0,40.8525445,-73.8388438,2042267501.0,2117335.0,13.0,211.0
94,Family Wellness Center/Martin Luther King Jr. Health Center,Community Health Center,1276 Fulton Avenue,1st floor,10456,BRONX,(718) 590-1800,,Hepatitis,Hep B Treatment,False,True,False,True,2026120007.0,40.8314457,-73.902734,2026120007.0,2004246.0,16.0,203.0
95,Bronx Lebanon - Family Medicine,Community Health Center,1281 Franklin Avenue,1st Floor,10456,BRONX,(718) 584-9000,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.bronx-leb.org/COE/Family_Practice2.html"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep B Treatment,False,True,False,True,2026120043.0,40.8315074,-73.9024057,2026120043.0,2004254.0,16.0,203.0
96,James J Peters Veterans Hospital,Hospital,130 West Kingsbridge Road,,10468,BRONX,(718) 430-2098,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.bronx.va.gov/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep B Treatment,False,False,False,False,2032260100.0,40.867478,-73.9061497,2032260100.0,2095229.0,14.0,207.0
97,Albert Einstein College of Medicine - Hepatology,Hospital,1300 Morris Park Avenue,625 Ullman Building,10461,BRONX,(646) 962-5483,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.einstein.yu.edu/departments/medicine/divisions/gastroenterology-liver-diseases/contact/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep B Treatment,False,False,False,False,2041170001.0,40.8511847,-73.8458068,2041170001.0,2097363.0,13.0,211.0
98,NewYork-Presbyterian Weill Cornell - Hepatology,Hospital,1305 York Avenue,4th Floor,10021,MANHATTAN,(718) 888-7728,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.nyp.org/digestive/services"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep B Treatment,False,False,False,True,1014640028.0,40.7655538,-73.9553575,1014640028.0,1045586.0,5.0,108.0
99,"Calvin Pan, MD",Private Practice Physician,132-21 41st Avenue,1st Floor,11355,QUEENS,(718) 886-1200,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.drpan.org/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep B Treatment,False,False,False,False,4050370103.0,40.756806,-73.833121,4050370103.0,4114165.0,20.0,407.0
100,Charles B Wang Community Health Center - Flushing,Community Health Center,136-26 37th Avenue,,11354,QUEENS,(718) 298-5100,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.cbwchc.org/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep B Treatment,False,True,False,False,4049780013.0,40.7617484,-73.830211,4049780013.0,4112477.0,20.0,407.0
101,Damian Family Care Center,Community Health Center,137-50 Jamaica Avenue,,11435,QUEENS,(212) 431-4309,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.damianfcc.org/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep B Treatment,False,True,False,True,4099700019.0,40.7021832,-73.8150594,4099700019.0,4213644.0,24.0,412.0
102,Ng Medical,Private Practice Physician,139 Centre Street,Suite 611,10013,MANHATTAN,(718) 918-5000,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.Gihealthnyc.com/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep B Treatment,False,False,False,False,1001977502.0,40.7172582,-74.0005626,1001977502.0,1002357.0,1.0,101.0
103,Jacobi Medical Center,Hospital,1400 Pelham Parkway South,2S,10461,BRONX,(718) 636-4500,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.nyc.gov/html/hhc/jacobi/html/home/home.shtml"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep B Treatment,False,True,False,True,2042050001.0,40.8556769,-73.8462363,2042050001.0,2097550.0,13.0,211.0
104,Bedford-Stuyvesant Family Health Center,Community Health Center,1456 Fulton Street,,11216,BROOKLYN,(718) 762-7793,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.bsfhc.org/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep B Treatment,False,True,False,True,3018630160.0,40.6800179,-73.9426427,3018630160.0,3399697.0,36.0,303.0
105,"Eun Sook Bang, MD",Private Practice Physician,147-03 41st Avenue,,11358,QUEENS,(212) 312-5920,,Hepatitis,Hep B Treatment,False,False,False,False,4050270024.0,40.756493,-73.807843,4050270024.0,4113948.0,20.0,407.0
106,New York Downtown Hospital,Hospital,156 William Street,7th Floor,10013,MANHATTAN,(212) 463-9685,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://nyp.org/lowermanhattan/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep B Treatment,False,False,False,False,1000937501.0,40.7098108,-74.0053682,1000937501.0,1001281.0,1.0,101.0
107,"Eun Sook Bang, MD",Private Practice Physician,158-08 45th Avenue,,11358,QUEENS,(718) 963-7676,,Hepatitis,Hep B Treatment,False,False,False,False,4054370051.0,40.7615382,-73.8178248,4054370051.0,4123076.0,20.0,407.0
108,Wyckoff Heights Medical Center - Positive Health Management,Hospital,1610 Dekalb Avenue,,11237,BROOKLYN,(212) 731-7684,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.wyckoffhospital.org/departments/clinical
/gastroenterology"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep B Treatment,False,False,False,False,3032487502.0,40.7039797,-73.9195564,3032487502.0,3393931.0,37.0,304.0
109,Mount Sinai - Liver Medical Management Program (RMTI) Chinatown,Community Health Center,168 Center Street,Suite 3M,10013,MANHATTAN,(212) 241-7270,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.mountsinai.org/patient-care/service-areas/organ-transplants/programs-and-services/adult-liver-diseases-and-transplantation"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep B Treatment,False,False,False,False,1002070001.0,40.7182172,-73.9998056,1002070001.0,1002663.0,1.0,102.0
