,borough_code,development,address,status,sponsor,type,zip_code,latitude,longitude,community_board,community_council,census_tract,bin,bbl,nta
522,Bronx,Butler,1368 Webster Avenue,Occupied,"Directions For Our Youth, Inc.",Community Center,10456.0,40.835492,-73.907805,3.0,16.0,14701.0,2092072.0,2028940001.0,Claremont-Bathgate                                                         
523,Brooklyn,Tilden,630 Mother Gaston Blvd.,Occupied,Research Foundation of CUNY,Community Center,11212.0,40.663471,-73.905278,16.0,41.0,912.0,3326549.0,3035760001.0,Brownsville                                                                
524,Brooklyn,Whitman,105 North Portland Avenue,Occupied,Fort Greene Senior Citizens Council,Senior Center,11205.0,40.694782,-73.976116,2.0,35.0,18501.0,3335258.0,3020410001.0,Fort Greene                                                                
525,Queens,Latimer Gardens,34-30 137th Street,Occupied,"Self Help Community Services, Inc",Senior Center,11354.0,40.766044,-73.829935,7.0,20.0,88901.0,4443410.0,4049510008.0,Flushing                                                                   
526,Bronx,Saint Mary's Park,595 Trinity Avenue,Occupied,"Bronxworks, Inc.",Community Center,10455.0,40.81487,-73.909517,1.0,17.0,73.0,2091317.0,2026230135.0,Melrose South-Mott Haven North                                             
527,Manhattan,Saint Nicholas,236 West 131st Street,Occupied,Utopia Children's Center,Child Care - Early Learn,10027.0,40.813265,-73.946826,10.0,9.0,224.0,1081514.0,1019330050.0,Central Harlem North-Polo Grounds                                          
528,Bronx,Baychester,1220 East 229th Street,Occupied,Jewish Association Services For the Aged,Senior Center,10466.0,40.884011,-73.842204,12.0,12.0,460.0,2093741.0,2049050360.0,Eastchester-Edenwald-Baychester                                            
529,Manhattan,Washington Hts Rehab (Groups I and II),2340-46 Amsterdam Avenue,Occupied,"Dominican Women's Development Center, Inc.",Child Care ,10033.0,40.844971,-73.9332,12.0,10.0,261.0,1063193.0,1021320047.0,Washington Heights South                                                   
530,Manhattan,Wise Towers/WSURA,114 West 91st Street,Occupied,Goddard Riverside Outreach,Child Care - Early Learn,10024.0,40.789999,-73.970644,7.0,6.0,177.0,1077128.0,1012210007.0,Upper West Side                                                            
531,Staten Island,Stapleton,189 Gordon Street,Occupied,Jewish Community Center of Staten Island,Senior Center,10304.0,40.623124,-74.082838,1.0,49.0,29.0,5108860.0,5005450100.0,Stapleton-Rosebank                                                         
532,Queens,Baisley Park,116-40 Guy Brewer Blvd,NYCHA HOLD,NYCHA,Vacant,11434.0,40.685658,-73.783843,12.0,28.0,278.0,4435280.0,4122350022.0,Baisley Park                                                               
533,Bronx,Justice Sonia Sotomayor Houses,1065 Beach Avenue,Occupied,Bronxdale Tenant's League DayCare Ctr.,Child Care - Early Learn,10472.0,40.827038,-73.865255,9.0,18.0,44.0,2092801.0,2037250001.0,Soundview-Bruckner                                                         
534,Brooklyn,Van Dyke I,382 Sutter Avenue,Reserved - application on file,NYCHA,Construction Training,11212.0,40.667904,-73.90499,16.0,41.0,910.0,3328030.0,3037600001.0,Brownsville                                                                
535,Queens,Astoria,4-05 Astoria Blvd,Occupied,Hellenic American Neighborhood Action Committee (HANAC),Community Center,11102.0,40.772947,-73.933467,1.0,22.0,87.0,4430787.0,4004900101.0,Old Astoria                                                                
