,cusip_number,sedol_number,local_currency_code,trade_country_name,security_name,security_description,maturity_date,interest_rate,original_face,shares_par_value,base_market_value,base_total_cost,base_unrealized_gain_loss,base_accrued_interest,local_market_value,local_total_cost_amount,local_unrealized_gain_loss,local_accrued_interest,period_end_date,asset_class,investment_type_name,major_industry_name,minor_industry_name,direct_group_trust_holding,moody_s_quality_rating,s_and_p_quality_rating
68,'741503AX4,'BZBX0Z7,USD,UNITED STATES OF AMERICA (THE),PRICELINE GROUP INC/THE,0.9%   15 Sep 2021,2021-09-15T00:00:00.000,0.9,0.0,5594000.0,6405130.0,5756798.62,648331.38,14824.1,6405130.0,5756798.62,648331.38,14824.1,2017-06-30T00:00:00.000,FIXED INCOME,CONVERTIBLE BONDS,CONVERTIBLES,CONVERTIBLE BOND,Direct,,BBB+
69,'90184LAB8,'BYYN507,USD,UNITED STATES OF AMERICA (THE),TWITTER INC,0.25%   15 Sep 2019,2019-09-15T00:00:00.000,0.25,0.0,9474000.0,8947056.12,9104935.29,-157879.17,6973.91,8947056.12,9104935.29,-157879.17,6973.91,2017-06-30T00:00:00.000,FIXED INCOME,CONVERTIBLE BONDS,CONVERTIBLES,CONVERTIBLE BOND,Direct,,BB-
70,'90184LAD4,'BZ6D0F2,USD,UNITED STATES OF AMERICA (THE),TWITTER INC,1%   15 Sep 2021,2021-09-15T00:00:00.000,1.0,0.0,5465000.0,5000475.0,4815413.13,185061.87,16091.39,5000475.0,4815413.13,185061.87,16091.39,2017-06-30T00:00:00.000,FIXED INCOME,CONVERTIBLE BONDS,CONVERTIBLES,CONVERTIBLE BOND,Direct,,BB-
71,'464337AJ3,'BDD0MH8,USD,UNITED STATES OF AMERICA (THE),IONIS PHARMACEUTICALS IN,1%   15 Nov 2021,2021-11-15T00:00:00.000,1.0,0.0,3558000.0,3773721.54,3515028.6,258692.94,4546.33,3773721.54,3515028.6,258692.94,4546.33,2017-06-30T00:00:00.000,FIXED INCOME,CONVERTIBLE BONDS,CONVERTIBLES,CONVERTIBLE BOND,Direct,,
72,'62952QAB6,'BYSXBW7,USD,UNITED STATES OF AMERICA (THE),NXP SEMICONDUCTOR NV,1%   01 Dec 2019,2019-12-01T00:00:00.000,1.0,0.0,4569000.0,5448532.5,4919555.41,528977.09,3807.5,5448532.5,4919555.41,528977.09,3807.5,2017-06-30T00:00:00.000,FIXED INCOME,CONVERTIBLE BONDS,CONVERTIBLES,CONVERTIBLE BOND,Direct,Ba2,BB+
73,'3134A4AA2,'B4R3JV3,USD,UNITED STATES OF AMERICA (THE),FREDDIE MAC,6.75%   15 Mar 2031,2031-03-15T00:00:00.000,6.75,0.0,80000.0,115744.8,107418.75,8326.05,1590.0,115744.8,107418.75,8326.05,1590.0,2017-06-30T00:00:00.000,FIXED INCOME,GOVERNMENT ISSUES,AGENCY,AGENCY,Direct,Aaa,AA+
74,'98235TAE7,'BYWGV33,USD,UNITED STATES OF AMERICA (THE),WRIGHT MEDICAL GROUP INC,2%   15 Feb 2020,2020-02-15T00:00:00.000,2.0,0.0,7418000.0,8243252.5,7567025.19,676227.31,56047.11,8243252.5,7567025.19,676227.31,56047.11,2017-06-30T00:00:00.000,FIXED INCOME,CONVERTIBLE BONDS,CONVERTIBLES,CONVERTIBLE BOND,Direct,,
75,'44052TAB7,'BYYPGM2,USD,UNITED STATES OF AMERICA (THE),HORIZON PHARMA INV LTD,2.5%   15 Mar 2022,2022-03-15T00:00:00.000,2.5,0.0,8337000.0,7185493.56,7767071.67,-581578.11,61369.59,7185493.56,7767071.67,-581578.11,61369.59,2017-06-30T00:00:00.000,FIXED INCOME,CONVERTIBLE BONDS,CONVERTIBLES,CONVERTIBLE BOND,Direct,,CCC+
76,'128126AB5,'BD4F573,USD,UNITED STATES OF AMERICA (THE),CALAMP CORP,1.625%   15 May 2020,2020-05-15T00:00:00.000,1.625,0.0,2866000.0,2919737.5,2718822.94,200914.56,5950.92,2919737.5,2718822.94,200914.56,5950.92,2017-06-30T00:00:00.000,FIXED INCOME,CONVERTIBLE BONDS,CONVERTIBLES,CONVERTIBLE BOND,Direct,,
77,'682189AK1,'BZB1NR4,USD,UNITED STATES OF AMERICA (THE),ON SEMICONDUCTOR CORP,1%   01 Dec 2020,2020-12-01T00:00:00.000,1.0,0.0,8408000.0,8723300.0,8531236.64,192063.36,7006.67,8723300.0,8531236.64,192063.36,7006.67,2017-06-30T00:00:00.000,FIXED INCOME,CONVERTIBLE BONDS,CONVERTIBLES,CONVERTIBLE BOND,Direct,,BB-
78,'947075AH0,'BYT2RC5,USD,UNITED STATES OF AMERICA (THE),WEATHERFORD BERMUDA,5.875%   01 Jul 2021,2021-07-01T00:00:00.000,5.875,0.0,7218000.0,7303749.84,7775264.15,-471514.31,313.99,7303749.84,7775264.15,-471514.31,313.99,2017-06-30T00:00:00.000,FIXED INCOME,CONVERTIBLE BONDS,CONVERTIBLES,CONVERTIBLE BOND,Direct,,B
79,'31816QAB7,'BZ9NWG4,USD,UNITED STATES OF AMERICA (THE),FIREEYE INC,1%   01 Jun 2035,2035-06-01T00:00:00.000,1.0,0.0,4074000.0,3839745.0,3761692.14,78052.86,3395.0,3839745.0,3761692.14,78052.86,3395.0,2017-06-30T00:00:00.000,FIXED INCOME,CONVERTIBLE BONDS,CONVERTIBLES,CONVERTIBLE BOND,Direct,,
80,'31816QAD3,'BD0NS72,USD,UNITED STATES OF AMERICA (THE),FIREEYE INC,1.625%   01 Jun 2035,2035-06-01T00:00:00.000,1.625,0.0,8304000.0,7561871.52,7866242.64,-304371.12,11245.0,7561871.52,7866242.64,-304371.12,11245.0,2017-06-30T00:00:00.000,FIXED INCOME,CONVERTIBLE BONDS,CONVERTIBLES,CONVERTIBLE BOND,Direct,,
81,'966387AL6,'BD4FFN9,USD,UNITED STATES OF AMERICA (THE),WHITING PETROLEUM CORP,1.25%   01 Apr 2020,2020-04-01T00:00:00.000,1.25,0.0,8674000.0,7329530.0,7306057.53,23472.47,27106.24,7329530.0,7306057.53,23472.47,27106.24,2017-06-30T00:00:00.000,FIXED INCOME,CONVERTIBLE BONDS,CONVERTIBLES,CONVERTIBLE BOND,Direct,B3,BB-
82,'45256BAE1,'BD0CZ12,USD,UNITED STATES OF AMERICA (THE),IMPAX LABORATORIES INC,2%   15 Jun 2022,2022-06-15T00:00:00.000,2.0,0.0,4817000.0,4097484.71,4284948.74,-187464.03,4373.56,4097484.71,4284948.74,-187464.03,4373.56,2017-06-30T00:00:00.000,FIXED INCOME,CONVERTIBLE BONDS,CONVERTIBLES,CONVERTIBLE BOND,Direct,,B+
83,'78454LAM2,'BDGNFS6,USD,UNITED STATES OF AMERICA (THE),SM ENERGY CO,1.5%   01 Jul 2021,2021-07-01T00:00:00.000,1.5,0.0,2448000.0,2200140.0,2338008.7,-137868.7,0.0,2200140.0,2338008.7,-137868.7,0.0,2017-06-30T00:00:00.000,FIXED INCOME,CONVERTIBLE BONDS,CONVERTIBLES,CONVERTIBLE BOND,Direct,,
84,'531229AC6,'BD0S4V3,USD,UNITED STATES OF AMERICA (THE),LIBERTY MEDIA CORP,2.25%   30 Sep 2046,2046-09-30T00:00:00.000,2.25,0.0,7024000.0,7559580.0,7133605.6,425974.4,439.01,7559580.0,7133605.6,425974.4,439.01,2017-06-30T00:00:00.000,FIXED INCOME,CONVERTIBLE BONDS,CONVERTIBLES,CONVERTIBLE BOND,Direct,,
85,'530610AD6,'BZ02NW3,USD,UNITED STATES OF AMERICA (THE),LIBERTY INTERACTIVE LLC,1.75%   30 Sep 2046,2046-09-30T00:00:00.000,1.75,0.0,4506000.0,5150943.78,4658310.62,492633.16,219.04,5150943.78,4658310.62,492633.16,219.04,2017-06-30T00:00:00.000,FIXED INCOME,CONVERTIBLE BONDS,CONVERTIBLES,CONVERTIBLE BOND,Direct,B2,BB
86,'45772FAD9,'BD8DRP5,USD,UNITED STATES OF AMERICA (THE),INPHI CORP,0.75%   01 Sep 2021,2021-09-01T00:00:00.000,0.75,0.0,4689000.0,4521977.82,4633770.08,-111792.26,11777.33,4521977.82,4633770.08,-111792.26,11777.33,2017-06-30T00:00:00.000,FIXED INCOME,CONVERTIBLE BONDS,CONVERTIBLES,CONVERTIBLE BOND,Direct,,
87,'45784PAE1,'BD3S0K1,USD,UNITED STATES OF AMERICA (THE),INSULET CORPORATION,1.25%   15 Sep 2021,2021-09-15T00:00:00.000,1.25,0.0,2582000.0,2833745.0,2386345.35,447399.65,9503.2,2833745.0,2386345.35,447399.65,9503.2,2017-06-30T00:00:00.000,FIXED INCOME,CONVERTIBLE BONDS,CONVERTIBLES,CONVERTIBLE BOND,Direct,,
88,'165167CR6,'BYYHM20,USD,UNITED STATES OF AMERICA (THE),CHESAPEAKE ENERGY CORP,5.5%   15 Sep 2026,2026-09-15T00:00:00.000,5.5,0.0,7119000.0,6656265.0,6875979.8,-219714.8,115288.24,6656265.0,6875979.8,-219714.8,115288.24,2017-06-30T00:00:00.000,FIXED INCOME,CONVERTIBLE BONDS,CONVERTIBLES,CONVERTIBLE BOND,Direct,Caa2,CCC
89,'55608BAB1,'BYWYD53,USD,UNITED STATES OF AMERICA (THE),MACQUARIE INFRASTRUCTURE,2%   01 Oct 2023,2023-10-01T00:00:00.000,2.0,0.0,5717000.0,5692016.71,5740078.62,-48061.91,28585.0,5692016.71,5740078.62,-48061.91,28585.0,2017-06-30T00:00:00.000,FIXED INCOME,CONVERTIBLE BONDS,CONVERTIBLES,CONVERTIBLE BOND,Direct,,BBB-
90,'458118AC0,'BZ7Q1V3,USD,UNITED STATES OF AMERICA (THE),INTEGRATED DEVICE TECH,0.875%   15 Nov 2022,2022-11-15T00:00:00.000,0.875,0.0,4568000.0,4836370.0,4549483.49,286886.51,5107.27,4836370.0,4549483.49,286886.51,5107.27,2017-06-30T00:00:00.000,FIXED INCOME,CONVERTIBLE BONDS,CONVERTIBLES,CONVERTIBLE BOND,Direct,,B+
91,'67020YAK6,'BYZN5X9,USD,UNITED STATES OF AMERICA (THE),NUANCE COMMUNICATIONS,1%   15 Dec 2035,2035-12-15T00:00:00.000,1.0,0.0,9480000.0,9136350.0,8474343.44,662006.56,4213.34,9136350.0,8474343.44,662006.56,4213.34,2017-06-30T00:00:00.000,FIXED INCOME,CONVERTIBLE BONDS,CONVERTIBLES,CONVERTIBLE BOND,Direct,,BB-
92,'29359WAA3,'BYZNGS1,USD,UNITED STATES OF AMERICA (THE),ENSCO JERSEY FINANCE LTD,3%   31 Jan 2024,2024-01-31T00:00:00.000,3.0,0.0,6651000.0,5129583.75,6161525.93,-1031942.18,110295.74,5129583.75,6161525.93,-1031942.18,110295.74,2017-06-30T00:00:00.000,FIXED INCOME,CONVERTIBLE BONDS,CONVERTIBLES,CONVERTIBLE BOND,Direct,,BB
93,'8611229F8,',USD,UNITED STATES OF AMERICA (THE),STATE STREET BANK + TRUST CO,SHORT TERM INVESTMENT FUND,2030-12-31T00:00:00.000,1.12176,0.0,20121491.13,20121491.13,20121491.13,0.0,0.0,20121491.13,20121491.13,0.0,0.0,2017-06-30T00:00:00.000,CASH EQUIVALENT,STIF-TYPE INSTRUMENT,CASH EQUIVALENT,CASH EQUIVALENT,Direct,,
94,'530715AN1,'2813659,USD,UNITED STATES OF AMERICA (THE),LIBERTY INTERACTIVE LLC,3.5%   15 Jan 2031,2031-01-15T00:00:00.000,3.5,8408000.0,9562000.0,5139575.0,5053209.83,86365.17,154320.06,5139575.0,5053209.83,86365.17,154320.06,2017-06-30T00:00:00.000,FIXED INCOME,CONVERTIBLE BONDS,CONVERTIBLES,CONVERTIBLE BOND,Direct,B2,BB
95,'043353AH4,'B1Z6009,USD,UNITED STATES OF AMERICA (THE),MERITOR INC,1%   15 Feb 2027,2027-02-15T00:00:00.000,4.0,0.0,3817000.0,3976855.96,3897758.9,79097.06,57679.12,3976855.96,3897758.9,79097.06,57679.12,2017-06-30T00:00:00.000,FIXED INCOME,CONVERTIBLE BONDS,CONVERTIBLES,CONVERTIBLE BOND,Direct,,B
96,'472319AG7,'B58QYH9,USD,UNITED STATES OF AMERICA (THE),JEFFERIES GROUP LLC,3.875%   01 Nov 2029,2029-11-01T00:00:00.000,3.875,0.0,7889000.0,7918583.75,8504810.89,-586227.14,50949.8,7918583.75,8504810.89,-586227.14,50949.8,2017-06-30T00:00:00.000,FIXED INCOME,CONVERTIBLE BONDS,CONVERTIBLES,CONVERTIBLE BOND,Direct,Baa3,BBB-
97,'31358DDR2,'B88MWF2,USD,UNITED STATES OF AMERICA (THE),FANNIE MAE,0.01%   15 May 2030,2030-05-15T00:00:00.000,0.01,0.0,1280000.0,855616.0,706364.0,149252.0,0.0,855616.0,706364.0,149252.0,0.0,2017-06-30T00:00:00.000,FIXED INCOME,GOVERNMENT ISSUES,AGENCY,AGENCY,Direct,,AA+
98,'112463AA2,'B4RJSM5,USD,UNITED STATES OF AMERICA (THE),BROOKDALE SENIOR LIVING,2.75%   15 Jun 2018,2018-06-15T00:00:00.000,2.75,0.0,5137000.0,5095287.56,5800510.04,-705222.48,6278.56,5095287.56,5800510.04,-705222.48,6278.56,2017-06-30T00:00:00.000,FIXED INCOME,CONVERTIBLE BONDS,CONVERTIBLES,CONVERTIBLE BOND,Direct,,
99,'94770VAF9,'B4R0TM5,USD,UNITED STATES OF AMERICA (THE),WEBMD HEALTH CORP,2.5%   31 Jan 2018,2018-01-31T00:00:00.000,2.5,0.0,3713000.0,3826729.19,3458380.04,368349.15,38677.08,3826729.19,3458380.04,368349.15,38677.08,2017-06-30T00:00:00.000,FIXED INCOME,CONVERTIBLE BONDS,CONVERTIBLES,CONVERTIBLE BOND,Direct,,
100,'780287AA6,'B73PQS0,USD,UNITED STATES OF AMERICA (THE),ROYAL GOLD INC,2.875%   15 Jun 2019,2019-06-15T00:00:00.000,2.875,0.0,6375000.0,6873078.75,6469885.27,403193.48,8145.83,6873078.75,6469885.27,403193.48,8145.83,2017-06-30T00:00:00.000,FIXED INCOME,CONVERTIBLE BONDS,CONVERTIBLES,CONVERTIBLE BOND,Direct,,
101,'11133BAB8,'B703Y05,USD,UNITED STATES OF AMERICA (THE),BROADSOFT INC,1.5%   01 Jul 2018,2018-07-01T00:00:00.000,1.5,0.0,3644000.0,4249815.0,3658398.82,591416.18,0.0,4249815.0,3658398.82,591416.18,0.0,2017-06-30T00:00:00.000,FIXED INCOME,CONVERTIBLE BONDS,CONVERTIBLES,CONVERTIBLE BOND,Direct,,
102,'345550AP2,'B8DHDZ9,USD,UNITED STATES OF AMERICA (THE),FOREST CITY REALTY TRUST,4.25%   15 Aug 2018,2018-08-15T00:00:00.000,4.25,0.0,5524000.0,6459655.12,6110925.0,348730.12,88690.89,6459655.12,6110925.0,348730.12,88690.89,2017-06-30T00:00:00.000,FIXED INCOME,CONVERTIBLE BONDS,CONVERTIBLES,CONVERTIBLE BOND,Direct,WR,NR
103,'31787AAN1,'BD3HBS3,USD,UNITED STATES OF AMERICA (THE),FINISAR CORP,0.5%   15 Dec 2036,2036-12-15T00:00:00.000,0.5,0.0,8093000.0,7900791.25,8128386.12,-227594.87,1798.44,7900791.25,8128386.12,-227594.87,1798.44,2017-06-30T00:00:00.000,FIXED INCOME,CONVERTIBLE BONDS,CONVERTIBLES,CONVERTIBLE BOND,Direct,,
104,'19625XAA0,'BDRKD71,USD,UNITED STATES OF AMERICA (THE),STARWOOD WAYPOINT HOMES,3.5%   15 Jan 2022,2022-01-15T00:00:00.000,3.5,0.0,4272000.0,4565700.0,4338376.96,227323.04,71022.0,4565700.0,4338376.96,227323.04,71022.0,2017-06-30T00:00:00.000,FIXED INCOME,CONVERTIBLE BONDS,CONVERTIBLES,CONVERTIBLE BOND,Direct,,
105,'62957HAA3,'BD8Q011,USD,UNITED STATES OF AMERICA (THE),NABORS INDUSTRIES INC,0.75%   15 Jan 2024,2024-01-15T00:00:00.000,0.75,0.0,9921000.0,7893445.23,9610161.84,-1716716.61,34723.5,7893445.23,9610161.84,-1716716.61,34723.5,2017-06-30T00:00:00.000,FIXED INCOME,CONVERTIBLE BONDS,CONVERTIBLES,CONVERTIBLE BOND,Direct,Ba2,BBB-
106,'04010LAS2,'BDFFMN7,USD,UNITED STATES OF AMERICA (THE),ARES CAPITAL CORP,3.75%   01 Feb 2022,2022-02-01T00:00:00.000,3.75,0.0,2687000.0,2700435.0,2687000.0,13435.0,43103.95,2700435.0,2687000.0,13435.0,43103.95,2017-06-30T00:00:00.000,FIXED INCOME,CONVERTIBLE BONDS,CONVERTIBLES,CONVERTIBLE BOND,Direct,,BBB
107,'25470MAC3,'BYW8300,USD,UNITED STATES OF AMERICA (THE),DISH NETWORK CORP,2.375%   15 Mar 2024,2024-03-15T00:00:00.000,2.375,0.0,6501000.0,6830145.63,6562596.39,267549.24,44604.08,6830145.63,6562596.39,267549.24,44604.08,2017-06-30T00:00:00.000,FIXED INCOME,CONVERTIBLE BONDS,CONVERTIBLES,CONVERTIBLE BOND,Direct,Ba3,B-
108,'126349AF6,'BF05526,USD,UNITED STATES OF AMERICA (THE),CSG SYSTEMS INTERNATIONA,4.25%   15 Mar 2036,2036-03-15T00:00:00.000,4.25,0.0,6226000.0,6712437.38,6532139.01,180298.37,77911.47,6712437.38,6532139.01,180298.37,77911.47,2017-06-30T00:00:00.000,FIXED INCOME,CONVERTIBLE BONDS,CONVERTIBLES,CONVERTIBLE BOND,Direct,,
109,'85571BAH8,'BD6K446,USD,UNITED STATES OF AMERICA (THE),STARWOOD PROPERTY TRUST,4.375%   01 Apr 2023,2023-04-01T00:00:00.000,4.375,0.0,5418000.0,5489138.34,5416466.4,72671.94,60576.25,5489138.34,5416466.4,72671.94,60576.25,2017-06-30T00:00:00.000,FIXED INCOME,CONVERTIBLE BONDS,CONVERTIBLES,CONVERTIBLE BOND,Direct,,BB-
110,'09257WAB6,'BD8Z2K1,USD,UNITED STATES OF AMERICA (THE),BLACKSTONE MORTGAGE TR,4.375%   05 May 2022,2022-05-05T00:00:00.000,4.375,0.0,2615000.0,2662409.95,2589131.25,73278.7,17796.53,2662409.95,2589131.25,73278.7,17796.53,2017-06-30T00:00:00.000,FIXED INCOME,CONVERTIBLE BONDS,CONVERTIBLES,CONVERTIBLE BOND,Direct,,
111,'81762PAD4,'BYWTZZ2,USD,UNITED STATES OF AMERICA (THE),SERVICENOW INC,0.01%   01 Jun 2022,2022-06-01T00:00:00.000,0.01,0.0,3008000.0,3064400.0,3064010.23,389.77,0.0,3064400.0,3064010.23,389.77,0.0,2017-06-30T00:00:00.000,FIXED INCOME,CONVERTIBLE BONDS,CONVERTIBLES,CONVERTIBLE BOND,Direct,,
112,'53046PAA7,'BF2B5W2,USD,UNITED STATES OF AMERICA (THE),LIBERTY EXPEDIA HOLD INC,1%   30 Jun 2047,2047-06-30T00:00:00.000,1.0,0.0,1639000.0,1742470.07,1639000.0,103470.07,819.5,1742470.07,1639000.0,103470.07,819.5,2017-06-30T00:00:00.000,FIXED INCOME,CONVERTIBLE BONDS,CONVERTIBLES,CONVERTIBLE BOND,Direct,,
113,'94770VAM4,'BF3NLS5,USD,UNITED STATES OF AMERICA (THE),WEBMD HEALTH CORP,2.625%   15 Jun 2023,2023-06-15T00:00:00.000,2.625,0.0,5303000.0,5190311.25,5111308.4,79002.85,6186.83,5190311.25,5111308.4,79002.85,6186.83,2017-06-30T00:00:00.000,FIXED INCOME,CONVERTIBLE BONDS,CONVERTIBLES,CONVERTIBLE BOND,Direct,,
114,'87157DAC3,'BF4V4G7,USD,UNITED STATES OF AMERICA (THE),SYNAPTICS INC,0.5%   15 Jun 2022,2022-06-15T00:00:00.000,0.5,0.0,2523000.0,2548230.0,2564373.16,-16143.16,200.38,2548230.0,2564373.16,-16143.16,200.38,2017-06-30T00:00:00.000,FIXED INCOME,CONVERTIBLE BONDS,CONVERTIBLES,CONVERTIBLE BOND,Direct,,
115,'BF1XNSII8,'BF1XNS1,USD,INTERNATIONAL,STMICROELECTRONICS NV,0.25%   03 Jul 2024,2024-07-03T00:00:00.000,0.01,0.0,4200000.0,4185594.0,4197900.0,-12306.0,25.0,4185594.0,4197900.0,-12306.0,25.0,2017-06-30T00:00:00.000,FIXED INCOME,CONVERTIBLE BONDS,PRIVATE PLACEMENT,PRIVATE PLACEMENT,Direct,,BBB-
116,'BF1XNRII0,'BF1XNR0,USD,INTERNATIONAL,STMICROELECTRONICS NV,0.01%   03 Jul 2022,2022-07-03T00:00:00.000,0.01,0.0,1800000.0,1813176.0,1822770.0,-9594.0,0.0,1813176.0,1822770.0,-9594.0,0.0,2017-06-30T00:00:00.000,FIXED INCOME,CONVERTIBLE BONDS,PRIVATE PLACEMENT,PRIVATE PLACEMENT,Direct,,BBB-
117,'651639AJ5,'B29N9G2,USD,UNITED STATES OF AMERICA (THE),NEWMONT MINING CORP,1.625%   15 Jul 2017,2017-07-15T00:00:00.000,1.625,0.0,8720000.0,8714593.6,10606133.92,-1891540.32,65339.42,8714593.6,10606133.92,-1891540.32,65339.42,2017-06-30T00:00:00.000,FIXED INCOME,CONVERTIBLE BONDS,CONVERTIBLES,CONVERTIBLE BOND,Direct,,BBB
118,'458140AF7,'B3X0QH6,USD,UNITED STATES OF AMERICA (THE),INTEL CORP,3.25%   01 Aug 2039,2039-08-01T00:00:00.000,3.25,0.0,10635000.0,17574337.5,12887996.5,4686341.0,144015.63,17574337.5,12887996.5,4686341.0,144015.63,2017-06-30T00:00:00.000,FIXED INCOME,CONVERTIBLE BONDS,CONVERTIBLES,CONVERTIBLE BOND,Direct,A2,A
119,'472319AG7,'B58QYH9,USD,UNITED STATES OF AMERICA (THE),JEFFERIES GROUP LLC,3.875%   01 Nov 2029,2029-11-01T00:00:00.000,3.875,0.0,10720000.0,10760200.0,10436572.95,323627.05,69233.34,10760200.0,10436572.95,323627.05,69233.34,2017-06-30T00:00:00.000,FIXED INCOME,CONVERTIBLE BONDS,CONVERTIBLES,CONVERTIBLE BOND,Direct,Baa3,BBB-
120,'680223AH7,'B51DCN9,USD,UNITED STATES OF AMERICA (THE),OLD REPUBLIC INTL CORP,3.75%   15 Mar 2018,2018-03-15T00:00:00.000,3.75,0.0,7325000.0,9270739.75,8957942.1,312797.65,80880.23,9270739.75,8957942.1,312797.65,80880.23,2017-06-30T00:00:00.000,FIXED INCOME,CONVERTIBLE BONDS,CONVERTIBLES,CONVERTIBLE BOND,Direct,Baa2,BBB+
121,'512807AL2,'B6XMG84,USD,UNITED STATES OF AMERICA (THE),LAM RESEARCH CORP,1.25%   15 May 2018,2018-05-15T00:00:00.000,1.25,0.0,5035000.0,11750431.25,5285124.57,6465306.68,8042.02,11750431.25,5285124.57,6465306.68,8042.02,2017-06-30T00:00:00.000,FIXED INCOME,CONVERTIBLE BONDS,CONVERTIBLES,CONVERTIBLE BOND,Direct,Baa1,BBB+
122,'670008AD3,'B7PY7R1,USD,UNITED STATES OF AMERICA (THE),NOVELLUS SYSTEMS INC,2.625%   15 May 2041,2041-05-15T00:00:00.000,2.625,0.0,2985000.0,12460524.3,4637257.33,7823266.97,10012.18,12460524.3,4637257.33,7823266.97,10012.18,2017-06-30T00:00:00.000,FIXED INCOME,CONVERTIBLE BONDS,CONVERTIBLES,CONVERTIBLE BOND,Direct,,BBB+
123,'741503AQ9,'B8006F2,USD,UNITED STATES OF AMERICA (THE),PRICELINE GROUP INC/THE,1%   15 Mar 2018,2018-03-15T00:00:00.000,1.0,0.0,7535000.0,14858115.8,8959137.55,5898978.25,22186.38,14858115.8,8959137.55,5898978.25,22186.38,2017-06-30T00:00:00.000,FIXED INCOME,CONVERTIBLE BONDS,CONVERTIBLES,CONVERTIBLE BOND,Direct,,BBB+
124,'783764AS2,'B9D6988,USD,UNITED STATES OF AMERICA (THE),CALATLANTIC GROUP INC,0.25%   01 Jun 2019,2019-06-01T00:00:00.000,0.25,0.0,825000.0,780656.25,782718.75,-2062.5,171.87,780656.25,782718.75,-2062.5,171.87,2017-06-30T00:00:00.000,FIXED INCOME,CONVERTIBLE BONDS,CONVERTIBLES,CONVERTIBLE BOND,Direct,Ba2,BB
125,'47102XAH8,'BFD7YD3,USD,UNITED STATES OF AMERICA (THE),JANUS CAPITAL GROUP INC,0.75%   15 Jul 2018,2018-07-15T00:00:00.000,0.75,0.0,4550000.0,6645866.5,5399491.8,1246374.7,15735.43,6645866.5,5399491.8,1246374.7,15735.43,2017-06-30T00:00:00.000,FIXED INCOME,CONVERTIBLE BONDS,CONVERTIBLES,CONVERTIBLE BOND,Direct,Baa3,BBB+
126,'02917TAA2,'BCJSQF5,USD,UNITED STATES OF AMERICA (THE),VEREIT INC,3%   01 Aug 2018,2018-08-01T00:00:00.000,3.0,0.0,690000.0,693022.2,695175.0,-2152.8,8625.0,693022.2,695175.0,-2152.8,8625.0,2017-06-30T00:00:00.000,FIXED INCOME,CONVERTIBLE BONDS,CONVERTIBLES,CONVERTIBLE BOND,Direct,,
127,'88947EAM2,'BF2GVM9,USD,UNITED STATES OF AMERICA (THE),TOLL BROS FINANCE CORP,0.5%   15 Sep 2032,2032-09-15T00:00:00.000,0.5,0.0,7100000.0,7082250.0,7376652.29,-294402.29,10452.77,7082250.0,7376652.29,-294402.29,10452.77,2017-06-30T00:00:00.000,FIXED INCOME,CONVERTIBLE BONDS,CONVERTIBLES,CONVERTIBLE BOND,Direct,Ba1,BB+
128,'595112AY9,'BJN78Z1,USD,UNITED STATES OF AMERICA (THE),MICRON TECHNOLOGY INC,3%   15 Nov 2043,2043-11-15T00:00:00.000,3.0,0.0,3712000.0,4176000.0,3771145.15,404854.85,14229.33,4176000.0,3771145.15,404854.85,14229.33,2017-06-30T00:00:00.000,FIXED INCOME,CONVERTIBLE BONDS,CONVERTIBLES,CONVERTIBLE BOND,Direct,,BB
129,'94973VBG1,'BGK0528,USD,UNITED STATES OF AMERICA (THE),ANTHEM INC,2.75%   15 Oct 2042,2042-10-15T00:00:00.000,2.75,0.0,4600000.0,11847898.0,5361821.7,6486076.3,26705.56,11847898.0,5361821.7,6486076.3,26705.56,2017-06-30T00:00:00.000,FIXED INCOME,CONVERTIBLE BONDS,CONVERTIBLES,CONVERTIBLE BOND,Direct,,A
130,'04010LAJ2,'BGLPHQ0,USD,UNITED STATES OF AMERICA (THE),ARES CAPITAL CORP,4.75%   15 Jan 2018,2018-01-15T00:00:00.000,4.75,0.0,6660000.0,6751575.0,6806962.5,-55387.5,145872.49,6751575.0,6806962.5,-55387.5,145872.49,2017-06-30T00:00:00.000,FIXED INCOME,CONVERTIBLE BONDS,CONVERTIBLES,CONVERTIBLE BOND,Direct,,BBB
131,'8611229F8,',USD,UNITED STATES OF AMERICA (THE),STATE STREET BANK + TRUST CO,SHORT TERM INVESTMENT FUND,2030-12-31T00:00:00.000,1.12176,0.0,5978639.35,5978639.35,5978639.35,0.0,0.0,5978639.35,5978639.35,0.0,0.0,2017-06-30T00:00:00.000,CASH EQUIVALENT,STIF-TYPE INSTRUMENT,CASH EQUIVALENT,CASH EQUIVALENT,Direct,,
132,'02261WAB5,'2680778,USD,UNITED STATES OF AMERICA (THE),ALZA CORP,0.01%   28 Jul 2020,2020-07-28T00:00:00.000,0.0,0.0,4865000.0,8833039.95,4904352.65,3928687.3,0.0,8833039.95,4904352.65,3928687.3,0.0,2017-06-30T00:00:00.000,FIXED INCOME,CONVERTIBLE BONDS,CONVERTIBLES,CONVERTIBLE BOND,Direct,Aa1,AAA
133,'235851AF9,'2746089,USD,UNITED STATES OF AMERICA (THE),DANAHER CORP,0.01%   22 Jan 2021,2021-01-22T00:00:00.000,0.0,0.0,1580000.0,5093525.0,2520789.2,2572735.8,0.0,5093525.0,2520789.2,2572735.8,0.0,2017-06-30T00:00:00.000,FIXED INCOME,CONVERTIBLE BONDS,CONVERTIBLES,CONVERTIBLE BOND,Direct,A2,A
