,rownumber,animalname,animalgender,animalbirth,breedname,zipcode,licenseissueddate,licenseexpireddate,extract_year
930,931,DOXY,F,1998,Dachshund Smooth Coat Miniature,10005,2014-12-10T00:00:00.000,2016-12-01T00:00:00.000,2016
931,932,SEYMOUR,M,2014,"Schnauzer, Miniature",10024,2014-12-10T00:00:00.000,2016-12-10T00:00:00.000,2016
932,933,LUCKY,M,2008,Maltese,11229,2014-12-10T00:00:00.000,2019-12-07T00:00:00.000,2016
933,934,TCC,M,2007,Golden Retriever,11364,2014-12-10T00:00:00.000,2017-12-07T00:00:00.000,2016
934,935,BLANCA,F,2007,Golden Retriever,11372,2014-12-10T00:00:00.000,2016-12-05T00:00:00.000,2016
935,936,BENTLEY,M,2002,Shih Tzu,10011,2014-12-10T00:00:00.000,2016-12-08T00:00:00.000,2016
936,937,YELDA,F,2010,"Poodle, Miniature",11375,2014-12-10T00:00:00.000,2019-12-29T00:00:00.000,2016
937,938,MORICA,F,2008,Siberian Husky,10472,2014-12-10T00:00:00.000,2016-12-23T00:00:00.000,2016
938,939,MOLLIE,F,2004,German Shepherd Crossbreed,10002,2014-12-10T00:00:00.000,2017-12-10T00:00:00.000,2016
939,940,NOLA,F,2012,Unknown,10023,2014-12-10T00:00:00.000,2019-12-03T00:00:00.000,2016
940,941,HENDRICKS,M,2007,Shetland Sheepdog,10011,2014-12-10T00:00:00.000,2019-12-10T00:00:00.000,2016
941,942,BROWNIE,M,2010,Chihuahua,10454,2014-12-10T00:00:00.000,2016-12-15T00:00:00.000,2016
942,943,MARIO,M,2010,Boston Terrier,11217,2014-12-11T00:00:00.000,2017-12-07T00:00:00.000,2016
943,944,GUCCI,M,2013,Yorkshire Terrier,10467,2014-12-11T00:00:00.000,2016-11-04T00:00:00.000,2016
944,945,MAX,M,2002,Lhasa Apso,10019,2014-12-11T00:00:00.000,2016-05-20T00:00:00.000,2016
945,946,DIGBY,M,2002,Dachshund,10009,2014-12-11T00:00:00.000,2019-12-11T00:00:00.000,2016
946,947,PEANUT,M,2011,"Poodle, Miniature",10005,2014-12-11T00:00:00.000,2016-03-14T00:00:00.000,2016
947,948,BUSTER,M,2010,"Bull Dog, French",11238,2014-12-11T00:00:00.000,2016-12-06T00:00:00.000,2016
948,949,MAYA,F,2009,Unknown,11209,2014-12-11T00:00:00.000,2017-12-07T00:00:00.000,2016
949,950,PENELOPE,F,2011,Unknown,10031,2014-12-11T00:00:00.000,2016-12-02T00:00:00.000,2016
950,951,GRENDEL,F,2011,Cane Corso,10031,2014-12-11T00:00:00.000,2016-12-02T00:00:00.000,2016
951,952,MOLLY,F,2009,"Bull Dog, English",10075,2014-12-11T00:00:00.000,2017-12-16T00:00:00.000,2016
952,953,STAVI,M,2013,"Poodle, Toy",10016,2014-12-11T00:00:00.000,2016-12-11T00:00:00.000,2016
953,954,BRUNO,M,2011,"Poodle, Miniature",10471,2014-12-11T00:00:00.000,2019-12-11T00:00:00.000,2016
954,955,RANGER,M,2011,Beagle Crossbreed,10016,2014-12-11T00:00:00.000,2019-12-16T00:00:00.000,2016
955,956,BUNNI,F,2011,Shih Tzu,10005,2014-12-11T00:00:00.000,2016-09-12T00:00:00.000,2016
956,957,JACOB,M,2005,Unknown,11238,2014-12-11T00:00:00.000,2016-11-20T00:00:00.000,2016
957,958,MOMO,F,2009,Beagle,28677,2014-12-11T00:00:00.000,2016-12-14T00:00:00.000,2016
958,959,BELLA,F,2013,Yorkshire Terrier,11434,2014-12-11T00:00:00.000,2016-01-25T00:00:00.000,2016
959,960,TUCKER,M,2010,West High White Terrier,10023,2014-12-11T00:00:00.000,2019-12-19T00:00:00.000,2016
960,961,MARTHA,F,2001,Unknown,10009,2014-12-11T00:00:00.000,2019-12-11T00:00:00.000,2016
961,962,MOLLY,F,2010,Shih Tzu,10457,2014-12-12T00:00:00.000,2019-12-12T00:00:00.000,2016
962,963,TEDDY,M,2010,Cairn Terrier,11222,2014-12-12T00:00:00.000,2017-12-12T00:00:00.000,2016
963,964,LILLY,F,2012,Lhasa Apso,10065,2014-12-12T00:00:00.000,2017-01-14T00:00:00.000,2016
964,965,WOLFGANG,M,2011,Shih Tzu,10310,2014-12-12T00:00:00.000,2019-11-25T00:00:00.000,2016
965,966,REBEL,M,2000,Labrador Retriever,10024,2014-12-12T00:00:00.000,2016-01-08T00:00:00.000,2016
966,967,OMAR,M,2012,Cavalier King Charles Spaniel,11205,2014-12-12T00:00:00.000,2019-12-12T00:00:00.000,2016
967,968,HOLLY,F,2014,Golden Retriever,11229,2014-12-12T00:00:00.000,2019-12-12T00:00:00.000,2016
968,969,KATO,M,2014,Boxer,11378,2014-12-12T00:00:00.000,2019-12-12T00:00:00.000,2016
969,970,LOLA,F,2007,Golden Retriever,11222,2014-12-12T00:00:00.000,2019-12-12T00:00:00.000,2016
970,971,UNKNOWN,F,2014,Cardigan Welsh Corgi,11226,2014-12-12T00:00:00.000,2017-12-12T00:00:00.000,2016
971,972,SASSY,F,2008,Unknown,10029,2014-12-12T00:00:00.000,2017-12-17T00:00:00.000,2016
972,973,ELVIS,M,2009,Beagle,11209,2014-12-12T00:00:00.000,2020-01-07T00:00:00.000,2016
973,974,ROSCO,M,2005,Labrador Retriever,10314,2014-12-12T00:00:00.000,2016-01-30T00:00:00.000,2016
974,975,BACI,F,2003,Labrador Retriever,11694,2014-12-12T00:00:00.000,2016-01-30T00:00:00.000,2016
975,976,MAXINE,F,2012,Unknown,11221,2014-12-12T00:00:00.000,2019-12-19T00:00:00.000,2016
976,977,NAME NOT PROVIDED,F,2014,Labrador Retriever Crossbreed,11222,2014-12-12T00:00:00.000,2019-12-12T00:00:00.000,2016
977,978,LINDA,F,2012,American Pit Bull Terrier/Pit Bull,11249,2014-12-12T00:00:00.000,2017-12-12T00:00:00.000,2016
978,979,KELLY,F,2013,Maltese,10452,2014-12-12T00:00:00.000,2019-12-12T00:00:00.000,2016
979,980,AUDREY,F,2012,Unknown,10025,2014-12-12T00:00:00.000,2020-01-17T00:00:00.000,2016
980,981,THE,M,2013,Pekingese,10025,2014-12-12T00:00:00.000,2019-12-12T00:00:00.000,2016
981,982,STEWIE,M,2009,Russell Terrier,10021,2014-12-12T00:00:00.000,2016-12-12T00:00:00.000,2016
982,983,ACE,M,2011,Unknown,11228,2014-12-12T00:00:00.000,2018-01-26T00:00:00.000,2016
983,984,MOJA,F,2006,Shih Tzu,10019,2014-12-12T00:00:00.000,2016-01-05T00:00:00.000,2016
984,985,RAVEN,F,2007,Pug,10012,2014-12-12T00:00:00.000,2016-01-13T00:00:00.000,2016
985,986,BELA,F,2003,Labrador Retriever,10028,2014-12-12T00:00:00.000,2016-01-30T00:00:00.000,2016
986,987,TUCKER,M,2011,Maltese,10003,2014-12-12T00:00:00.000,2016-01-27T00:00:00.000,2016
987,988,JOHNNIE,M,2004,Labrador Retriever,10024,2014-12-12T00:00:00.000,2016-01-30T00:00:00.000,2016
988,989,SLIGOR,M,1998,Jack Russell Terrier,10038,2014-12-12T00:00:00.000,2016-01-30T00:00:00.000,2016
989,990,DEVIN,F,1999,Cairn Terrier,10314,2014-12-12T00:00:00.000,2016-01-30T00:00:00.000,2016
990,991,JAX,M,2013,Yorkshire Terrier,11375,2014-12-12T00:00:00.000,2019-12-12T00:00:00.000,2016
991,992,ARYTON,M,2014,Labrador Retriever Crossbreed,11249,2014-12-12T00:00:00.000,2016-12-12T00:00:00.000,2016
992,993,BEN,M,2011,Chihuahua,11201,2014-12-12T00:00:00.000,2019-12-12T00:00:00.000,2016
993,994,SHELBY,F,2009,Cavalier King Charles Spaniel,10024,2014-12-12T00:00:00.000,2016-01-08T00:00:00.000,2016
994,995,MBILI,F,2006,Shih Tzu,10019,2014-12-12T00:00:00.000,2016-01-05T00:00:00.000,2016
995,996,GRIFFEN,M,2005,"Bull Dog, French",11103,2014-12-12T00:00:00.000,2016-01-11T00:00:00.000,2016
996,997,FOXY,F,2008,Pomeranian,11426,2014-12-12T00:00:00.000,2016-01-29T00:00:00.000,2016
997,998,MCDUFF,M,2014,West Highland White Terrier,11233,2014-12-12T00:00:00.000,2019-12-12T00:00:00.000,2016
998,999,RUMI,M,2014,Labrador Retriever Crossbreed,11222,2014-12-12T00:00:00.000,2019-12-12T00:00:00.000,2016
999,1000,DOJO,M,2014,Chihuahua,11426,2014-12-12T00:00:00.000,2017-12-12T00:00:00.000,2016
